position,guess,trace_num,sample,power_mW
0,0,3,5,33.27
0,0,3,6,45.31
0,0,3,7,36.9
0,0,3,8,42.32
0,0,3,9,45.4
0,0,3,10,43.93
0,0,3,11,40.45
0,0,3,12,41.26
0,0,3,13,52.85
0,0,3,14,40.67
0,0,3,15,55.6
0,0,3,16,44.0
0,0,3,17,45.49
0,0,3,18,52.26
0,0,3,19,45.33
0,0,3,20,74.29
0,0,3,21,73.13
0,0,3,22,44.94
0,0,3,23,42.18
0,0,3,24,44.46
0,0,3,25,46.65
0,0,3,26,46.52
0,0,3,27,42.55
0,0,3,28,45.89
0,0,3,29,45.25
0,0,3,30,40.99
0,0,3,31,41.09
0,0,3,32,42.2
0,0,3,33,43.69
0,0,3,34,53.72
0,0,3,35,53.7
0,0,3,36,53.17
0,0,3,37,45.2
0,0,3,38,41.71
0,0,3,39,51.53
0,0,3,40,43.96
0,0,3,41,50.06
0,0,3,42,38.23
0,0,3,43,45.41
0,0,3,44,54.1
0,0,3,45,51.29
0,0,3,46,40.51
0,0,3,47,45.7
0,0,3,48,44.08
0,0,3,49,48.5
0,0,4,0,49.72
0,0,4,1,48.63
0,0,4,2,49.53
0,0,4,3,38.68
0,0,4,4,41.92
0,0,4,5,44.76
0,0,4,6,38.52
0,0,4,7,44.38
0,0,4,8,44.52
0,0,4,9,44.53
0,0,4,10,48.64
0,0,4,11,49.1
0,0,4,12,46.08
0,0,4,13,47.7
0,0,4,14,51.18
0,0,4,15,50.78
0,0,4,16,42.62
0,0,4,17,41.71
0,0,4,18,45.2
0,0,4,19,41.64
0,0,4,20,64.99
0,0,4,21,81.9
0,0,4,22,44.89
0,0,4,23,51.7
0,0,4,24,40.83
0,0,4,25,48.18
0,0,4,26,36.56
0,0,4,27,44.98
0,0,4,28,42.21
0,0,4,29,45.04
0,0,4,30,40.57
0,0,4,31,50.11
0,0,4,32,57.06
0,0,4,33,40.76
0,0,4,34,57.07
0,0,4,35,44.84
0,0,4,36,41.31
0,0,4,37,37.04
0,0,4,38,45.44
0,0,4,39,40.85
0,0,4,40,42.31
0,0,4,41,55.05
0,0,4,42,46.53
0,0,4,43,55.82
0,0,4,44,46.49
0,0,4,45,40.79
0,0,4,46,44.65
0,0,4,47,47.23
0,0,4,48,52.21
0,0,4,49,49.81
0,0,5,0,39.47
0,0,5,1,56.83
0,0,5,2,46.92
0,0,5,3,41.39
0,0,5,4,53.12
0,0,5,5,45.46
0,0,5,6,43.47
0,0,5,7,43.88
0,0,5,8,55.81
0,0,5,9,48.55
0,0,5,10,44.09
0,0,5,11,48.28
0,0,5,12,37.18
0,0,5,13,45.5
0,0,5,14,46.68
0,0,5,15,43.52
0,0,5,16,48.77
0,0,5,17,38.45
0,0,5,18,43.15
0,0,5,19,45.68
0,0,5,20,70.23
0,0,5,21,74.92
0,0,5,22,47.87
0,0,5,23,51.69
0,0,5,24,43.55
0,0,5,25,50.41
0,0,5,26,40.34
0,0,5,27,40.75
0,0,5,28,40.01
0,0,5,29,43.13
0,0,5,30,42.97
0,0,5,31,51.4
0,0,5,32,44.05
0,0,5,33,50.73
0,0,5,34,44.09
0,0,5,35,46.55
0,0,5,36,37.8
0,0,5,37,45.14
0,0,5,38,38.96
0,0,5,39,44.45
0,0,5,40,44.28
0,0,5,41,46.31
0,0,5,42,51.06
0,0,5,43,42.31
0,0,5,44,49.51
0,0,5,45,41.92
0,0,5,46,44.37
0,0,5,47,42.08
0,0,5,48,42.05
0,0,5,49,46.47
0,0,6,0,48.75
0,0,6,1,48.32
0,0,6,2,53.29
0,0,6,3,38.48
0,0,6,4,39.78
0,0,6,5,47.14
0,0,6,6,45.15
0,0,6,7,46.37
0,0,6,8,44.76
0,0,6,9,41.51
0,0,6,10,41.32
0,0,6,11,43.33
0,0,6,12,47.75
0,0,6,13,49.9
0,0,6,14,45.96
0,0,6,15,43.11
0,0,6,16,37.46
0,0,6,17,45.12
0,0,6,18,49.29
0,0,6,19,45.41
0,0,6,20,77.34
0,0,6,21,72.83
0,0,6,22,45.36
0,0,6,23,50.25
0,0,6,24,36.21
0,0,6,25,37.99
0,0,6,26,49.56
0,0,6,27,51.4
0,0,6,28,51.33
0,0,6,29,39.95
0,0,6,30,44.06
0,0,6,31,42.07
0,0,6,32,48.09
0,0,6,33,42.57
0,0,6,34,47.94
0,0,6,35,49.16
0,0,6,36,44.23
0,0,6,37,43.54
0,0,6,38,42.9
0,0,6,39,51.07
0,0,6,40,39.81
0,0,6,41,39.96
0,0,6,42,50.07
0,0,6,43,47.39
0,0,6,44,40.04
0,0,6,45,48.82
0,0,6,46,52.71
0,0,6,47,44.23
0,0,6,48,47.13
0,0,6,49,33.7
0,0,7,0,46.76
0,0,7,1,48.78
0,0,7,2,40.48
0,0,7,3,42.41
0,0,7,4,43.93
0,0,7,5,40.44
0,0,7,6,45.53
0,0,7,7,47.45
0,0,7,8,47.37
0,0,7,9,52.88
0,0,7,10,41.32
0,0,7,11,39.65
0,0,7,12,45.75
0,0,7,13,49.03
0,0,7,14,42.63
0,0,7,15,45.16
0,0,7,16,46.31
0,0,7,17,38.55
0,0,7,18,55.82
0,0,7,19,42.06
0,0,7,20,78.64
0,0,7,21,77.42
0,0,7,22,52.66
0,0,7,23,49.2
0,0,7,24,44.41
0,0,7,25,49.86
0,0,7,26,45.86
0,0,7,27,50.38
0,0,7,28,42.63
0,0,7,29,48.95
0,0,7,30,42.02
0,0,7,31,44.45
0,0,7,32,48.67
0,0,7,33,53.87
0,0,7,34,42.45
0,0,7,35,36.6
0,0,7,36,51.21
0,0,7,37,45.11
0,0,7,38,49.13
0,0,7,39,42.79
0,0,7,40,49.91
0,0,7,41,41.65
0,0,7,42,43.8
0,0,7,43,41.06
0,0,7,44,48.61
0,0,7,45,50.66
0,0,7,46,40.76
0,0,7,47,43.38
0,0,7,48,42.07
0,0,7,49,40.64
0,0,8,0,42.55
0,0,8,1,39.59
0,0,8,2,48.57
0,0,8,3,44.14
0,0,8,4,47.89
0,0,8,5,38.69
0,0,8,6,40.77
0,0,8,7,41.43
0,0,8,8,45.63
0,0,8,9,43.95
0,0,8,10,35.61
0,0,8,11,51.62
0,0,8,12,53.42
0,0,8,13,43.98
0,0,8,14,45.81
0,0,8,15,43.71
0,0,8,16,50.4
0,0,8,17,43.73
0,0,8,18,39.61
0,0,8,19,39.44
0,0,8,20,69.06
0,0,8,21,73.51
0,0,8,22,45.22
0,0,8,23,42.15
0,0,8,24,48.35
0,0,8,25,48.86
0,0,8,26,41.37
0,0,8,27,53.04
0,0,8,28,45.09
0,0,8,29,47.32
0,0,8,30,44.46
0,0,8,31,38.49
0,0,8,32,43.43
0,0,8,33,45.61
0,0,8,34,46.45
0,0,8,35,38.51
0,0,8,36,38.79
0,0,8,37,39.7
0,0,8,38,45.08
0,0,8,39,42.23
0,0,8,40,40.46
0,0,8,41,47.95
0,0,8,42,46.88
0,0,8,43,48.99
0,0,8,44,37.13
0,0,8,45,47.52
0,0,8,46,37.03
0,0,8,47,36.7
0,0,8,48,41.99
0,0,8,49,46.46
0,0,9,0,49.65
0,0,9,1,48.43
0,0,9,2,43.32
0,0,9,3,48.97
0,0,9,4,38.98
0,0,9,5,39.81
0,0,9,6,49.34
0,0,9,7,45.63
0,0,9,8,46.18
0,0,9,9,48.91
0,0,9,10,43.94
0,0,9,11,48.68
0,0,9,12,39.89
0,0,9,13,48.68
0,0,9,14,47.51
0,0,9,15,46.62
0,0,9,16,45.63
0,0,9,17,41.1
0,0,9,18,56.48
0,0,9,19,47.61
0,0,9,20,80.14
0,0,9,21,75.38
0,0,9,22,48.32
0,0,9,23,44.04
0,0,9,24,36.87
0,0,9,25,38.2
0,0,9,26,50.21
0,0,9,27,54.13
0,0,9,28,36.42
0,0,9,29,47.93
0,0,9,30,55.35
0,0,9,31,43.3
0,0,9,32,38.64
0,0,9,33,49.72
0,0,9,34,48.64
0,0,9,35,39.72
0,0,9,36,43.54
0,0,9,37,53.06
0,0,9,38,43.67
0,0,9,39,49.35
0,0,9,40,54.52
0,0,9,41,40.92
0,0,9,42,45.23
0,0,9,43,50.31
0,0,9,44,51.67
0,0,9,45,40.11
0,0,9,46,48.26
0,0,9,47,46.26
0,0,9,48,42.41
0,0,9,49,51.42
0,0,10,0,38.38
0,0,10,1,41.71
0,0,10,2,43.34
0,0,10,3,53.83
0,0,10,4,42.9
0,0,10,5,50.33
0,0,10,6,44.18
0,0,10,7,49.3
0,0,10,8,47.13
0,0,10,9,41.2
0,0,10,10,46.07
0,0,10,11,42.84
0,0,10,12,42.7
0,0,10,13,48.5
0,0,10,14,45.92
0,0,10,15,40.35
0,0,10,16,40.82
0,0,10,17,50.94
0,0,10,18,51.16
0,0,10,19,42.4
0,0,10,20,72.33
0,0,10,21,75.17
0,0,10,22,45.68
0,0,10,23,50.26
0,0,10,24,46.59
0,0,10,25,45.65
0,0,10,26,39.44
0,0,10,27,53.45
0,0,10,28,60.69
0,0,10,29,38.86
0,0,10,30,50.32
0,0,10,31,44.99
0,0,10,32,34.02
0,0,10,33,42.41
0,0,10,34,42.49
0,0,10,35,45.74
0,0,10,36,48.51
0,0,10,37,44.27
0,0,10,38,40.83
0,0,10,39,52.14
0,0,10,40,51.33
0,0,10,41,48.02
0,0,10,42,51.45
0,0,10,43,44.33
0,0,10,44,41.94
0,0,10,45,45.77
0,0,10,46,43.32
0,0,10,47,37.65
0,0,10,48,48.38
0,0,10,49,49.07
0,0,11,0,40.28
0,0,11,1,46.42
0,0,11,2,41.08
0,0,11,3,45.14
0,0,11,4,41.1
0,0,11,5,37.85
0,0,11,6,35.71
0,0,11,7,44.98
0,0,11,8,49.33
0,0,11,9,43.68
0,0,11,10,48.78
0,0,11,11,49.45
0,0,11,12,54.81
0,0,11,13,54.77
0,0,11,14,39.44
0,0,11,15,40.28
0,0,11,16,38.96
0,0,11,17,52.96
0,0,11,18,49.78
0,0,11,19,45.54
0,0,11,20,78.71
0,0,11,21,74.11
0,0,11,22,50.6
0,0,11,23,50.02
0,0,11,24,49.41
0,0,11,25,43.57
0,0,11,26,44.77
0,0,11,27,35.48
0,0,11,28,32.04
0,0,11,29,49.03
0,0,11,30,36.23
0,0,11,31,48.97
0,0,11,32,46.92
0,0,11,33,45.31
0,0,11,34,48.66
0,0,11,35,52.0
0,0,11,36,35.74
0,0,11,37,45.35
0,0,11,38,45.98
0,0,11,39,41.3
0,0,11,40,36.3
0,0,11,41,51.38
0,0,11,42,43.72
0,0,11,43,46.8
0,0,11,44,49.7
0,0,11,45,40.98
0,0,11,46,35.64
0,0,11,47,45.67
0,0,11,48,37.82
0,0,11,49,51.77
0,0,12,0,52.69
0,0,12,1,34.91
0,0,12,2,48.87
0,0,12,3,38.85
0,0,12,4,43.4
0,0,12,5,42.25
0,0,12,6,41.96
0,0,12,7,43.43
0,0,12,8,42.94
0,0,12,9,44.49
0,0,12,10,37.97
0,0,12,11,46.06
0,0,12,12,54.42
0,0,12,13,49.8
0,0,12,14,43.31
0,0,12,15,39.61
0,0,12,16,47.95
0,0,12,17,33.83
0,0,12,18,42.88
0,0,12,19,49.96
0,0,12,20,79.87
0,0,12,21,74.34
0,0,12,22,56.92
0,0,12,23,48.14
0,0,12,24,45.92
0,0,12,25,47.81
0,0,12,26,44.64
0,0,12,27,40.15
0,0,12,28,39.39
0,0,12,29,44.68
0,0,12,30,39.5
0,0,12,31,43.7
0,0,12,32,58.18
0,0,12,33,53.85
0,0,12,34,51.29
0,0,12,35,52.83
0,0,12,36,38.41
0,0,12,37,50.0
0,0,12,38,56.96
0,0,12,39,45.24
0,0,12,40,47.81
0,0,12,41,47.12
0,0,12,42,39.56
0,0,12,43,49.23
0,0,12,44,45.28
0,0,12,45,43.37
0,0,12,46,47.5
0,0,12,47,38.6
0,0,12,48,51.23
0,0,12,49,36.55
0,0,13,0,40.9
0,0,13,1,52.39
0,0,13,2,46.15
0,0,13,3,45.49
0,0,13,4,44.58
0,0,13,5,39.13
0,0,13,6,44.26
0,0,13,7,47.76
0,0,13,8,50.11
0,0,13,9,43.78
0,0,13,10,43.9
0,0,13,11,48.33
0,0,13,12,49.4
0,0,13,13,41.88
0,0,13,14,34.01
0,0,13,15,41.34
0,0,13,16,46.34
0,0,13,17,45.67
0,0,13,18,42.31
0,0,13,19,41.54
0,0,13,20,76.03
0,0,13,21,76.51
0,0,13,22,43.38
0,0,13,23,41.73
0,0,13,24,49.51
0,0,13,25,54.22
0,0,13,26,51.14
0,0,13,27,49.14
0,0,13,28,40.38
0,0,13,29,48.52
0,0,13,30,51.94
0,0,13,31,40.59
0,0,13,32,51.21
0,0,13,33,53.12
0,0,13,34,52.73
0,0,13,35,41.87
0,0,13,36,46.08
0,0,13,37,38.36
0,0,13,38,41.92
0,0,13,39,35.56
0,0,13,40,58.32
0,0,13,41,38.99
0,0,13,42,42.77
0,0,13,43,38.29
0,0,13,44,53.34
0,0,13,45,44.87
0,0,13,46,47.06
0,0,13,47,46.58
0,0,13,48,40.12
0,0,13,49,38.77
0,0,14,0,46.82
0,0,14,1,45.76
0,0,14,2,44.34
0,0,14,3,44.76
0,0,14,4,44.19
0,0,14,5,52.32
0,0,14,6,47.78
0,0,14,7,43.38
0,0,14,8,48.94
0,0,14,9,43.49
0,0,14,10,50.53
0,0,14,11,44.99
0,0,14,12,51.72
0,0,14,13,41.54
0,0,14,14,43.59
0,0,14,15,46.91
0,0,14,16,33.67
0,0,14,17,42.3
0,0,14,18,51.45
0,0,14,19,38.64
0,0,14,20,81.58
0,0,14,21,73.67
0,0,14,22,35.4
0,0,14,23,43.65
0,0,14,24,45.06
0,0,14,25,45.93
0,0,14,26,42.68
0,0,14,27,36.38
0,0,14,28,45.72
0,0,14,29,44.53
0,0,14,30,43.82
0,0,14,31,34.64
0,0,14,32,45.8
0,0,14,33,50.85
0,0,14,34,46.19
0,0,14,35,43.79
0,0,14,36,43.05
0,0,14,37,36.62
0,0,14,38,49.11
0,0,14,39,44.78
0,0,14,40,49.23
0,0,14,41,43.93
0,0,14,42,47.33
0,0,14,43,51.75
0,0,14,44,41.35
0,0,14,45,46.85
0,0,14,46,50.44
0,0,14,47,56.03
0,0,14,48,42.31
0,0,14,49,43.18
0,0,15,0,42.02
0,0,15,1,40.09
0,0,15,2,36.16
0,0,15,3,49.78
0,0,15,4,48.12
0,0,15,5,42.91
0,0,15,6,51.3
0,0,15,7,42.88
0,0,15,8,43.62
0,0,15,9,48.15
0,0,15,10,33.09
0,0,15,11,41.22
0,0,15,12,49.94
0,0,15,13,47.36
0,0,15,14,41.7
0,0,15,15,46.59
0,0,15,16,48.52
0,0,15,17,45.18
0,0,15,18,44.63
0,0,15,19,45.77
0,0,15,20,76.23
0,0,15,21,76.27
0,0,15,22,40.51
0,0,15,23,45.47
0,0,15,24,42.2
0,0,15,25,57.52
0,0,15,26,48.03
0,0,15,27,45.92
0,0,15,28,41.08
0,0,15,29,41.13
0,0,15,30,41.36
0,0,15,31,45.74
0,0,15,32,45.47
0,0,15,33,44.59
0,0,15,34,50.37
0,0,15,35,53.36
0,0,15,36,44.82
0,0,15,37,42.82
0,0,15,38,44.62
0,0,15,39,44.68
0,0,15,40,46.74
0,0,15,41,41.6
0,0,15,42,50.39
0,0,15,43,47.79
0,0,15,44,43.81
0,0,15,45,46.77
0,0,15,46,49.91
0,0,15,47,53.5
0,0,15,48,43.45
0,0,15,49,46.98
0,0,16,0,42.59
0,0,16,1,45.64
0,0,16,2,45.68
0,0,16,3,39.0
0,0,16,4,42.69
0,0,16,5,43.36
0,0,16,6,50.48
0,0,16,7,35.57
0,0,16,8,42.81
0,0,16,9,46.22
0,0,16,10,47.49
0,0,16,11,47.56
0,0,16,12,44.51
0,0,16,13,48.45
0,0,16,14,44.04
0,0,16,15,46.01
0,0,16,16,40.67
0,0,16,17,42.98
0,0,16,18,47.89
0,0,16,19,47.84
0,0,16,20,74.58
0,0,16,21,79.03
0,0,16,22,46.06
0,0,16,23,48.04
0,0,16,24,46.92
0,0,16,25,44.91
0,0,16,26,47.14
0,0,16,27,51.98
0,0,16,28,44.78
0,0,16,29,43.74
0,0,16,30,38.58
0,0,16,31,43.96
0,0,16,32,41.14
0,0,16,33,43.12
0,0,16,34,40.74
0,0,16,35,44.48
0,0,16,36,54.89
0,0,16,37,42.4
0,0,16,38,51.01
0,0,16,39,33.84
0,0,16,40,44.97
0,0,16,41,47.96
0,0,16,42,43.39
0,0,16,43,53.56
0,0,16,44,50.48
0,0,16,45,50.16
0,0,16,46,50.63
0,0,16,47,44.89
0,0,16,48,36.64
0,0,16,49,44.96
0,0,17,0,41.73
0,0,17,1,42.29
0,0,17,2,50.07
0,0,17,3,38.14
0,0,17,4,48.86
0,0,17,5,39.58
0,0,17,6,46.41
0,0,17,7,47.8
0,0,17,8,43.4
0,0,17,9,36.29
0,0,17,10,45.37
0,0,17,11,48.08
0,0,17,12,41.14
0,0,17,13,33.62
0,0,17,14,40.38
0,0,17,15,50.36
0,0,17,16,43.71
0,0,17,17,43.27
0,0,17,18,37.43
0,0,17,19,47.46
0,0,17,20,79.11
0,0,17,21,77.34
0,0,17,22,40.64
0,0,17,23,49.16
0,0,17,24,39.09
0,0,17,25,41.69
0,0,17,26,45.04
0,0,17,27,38.05
0,0,17,28,36.0
0,0,17,29,39.16
0,0,17,30,38.32
0,0,17,31,45.53
0,0,17,32,41.28
0,0,17,33,43.24
0,0,17,34,48.49
0,0,17,35,52.51
0,0,17,36,43.52
0,0,17,37,48.57
0,0,17,38,46.67
0,0,17,39,51.14
0,0,17,40,44.85
0,0,17,41,49.91
0,0,17,42,37.24
0,0,17,43,40.15
0,0,17,44,47.18
0,0,17,45,42.52
0,0,17,46,41.2
0,0,17,47,50.78
0,0,17,48,55.63
0,0,17,49,40.45
0,0,18,0,45.98
0,0,18,1,48.97
0,0,18,2,54.31
0,0,18,3,47.52
0,0,18,4,43.89
0,0,18,5,40.19
0,0,18,6,47.11
0,0,18,7,52.8
0,0,18,8,44.73
0,0,18,9,33.46
0,0,18,10,49.23
0,0,18,11,51.2
0,0,18,12,40.18
0,0,18,13,43.87
0,0,18,14,44.64
0,0,18,15,35.82
0,0,18,16,58.35
0,0,18,17,43.41
0,0,18,18,50.26
0,0,18,19,40.63
0,0,18,20,67.05
0,0,18,21,78.58
0,0,18,22,49.33
0,0,18,23,49.16
0,0,18,24,44.63
0,0,18,25,43.75
0,0,18,26,55.11
0,0,18,27,44.03
0,0,18,28,47.92
0,0,18,29,40.03
0,0,18,30,35.49
0,0,18,31,42.5
0,0,18,32,46.66
0,0,18,33,35.0
0,0,18,34,46.73
0,0,18,35,45.83
0,0,18,36,42.17
0,0,18,37,55.61
0,0,18,38,49.7
0,0,18,39,44.99
0,0,18,40,44.47
0,0,18,41,44.8
0,0,18,42,40.23
0,0,18,43,57.74
0,0,18,44,39.86
0,0,18,45,44.88
0,0,18,46,46.58
0,0,18,47,39.53
0,0,18,48,50.05
0,0,18,49,43.56
0,0,19,0,45.86
0,0,19,1,43.64
0,0,19,2,38.85
0,0,19,3,52.53
0,0,19,4,40.56
0,0,19,5,46.65
0,0,19,6,50.07
0,0,19,7,37.86
0,0,19,8,34.37
0,0,19,9,43.48
0,0,19,10,47.57
0,0,19,11,51.23
0,0,19,12,42.92
0,0,19,13,46.91
0,0,19,14,44.16
0,0,19,15,45.68
0,0,19,16,50.1
0,0,19,17,50.81
0,0,19,18,46.1
0,0,19,19,49.15
0,0,19,20,69.53
0,0,19,21,76.13
0,0,19,22,44.92
0,0,19,23,41.58
0,0,19,24,53.34
0,0,19,25,54.6
0,0,19,26,41.02
0,0,19,27,47.22
0,0,19,28,45.28
0,0,19,29,47.86
0,0,19,30,50.26
0,0,19,31,51.91
0,0,19,32,42.52
0,0,19,33,48.7
0,0,19,34,44.96
0,0,19,35,48.36
0,0,19,36,32.27
0,0,19,37,53.76
0,0,19,38,48.16
0,0,19,39,42.67
0,0,19,40,37.31
0,0,19,41,51.58
0,0,19,42,45.68
0,0,19,43,37.05
0,0,19,44,52.72
0,0,19,45,45.63
0,0,19,46,47.1
0,0,19,47,49.74
0,0,19,48,42.83
0,0,19,49,46.09
0,1,0,0,44.7
0,1,0,1,45.66
0,1,0,2,41.69
0,1,0,3,43.67
0,1,0,4,41.82
0,1,0,5,38.25
0,1,0,6,39.63
0,1,0,7,40.34
0,1,0,8,41.91
0,1,0,9,38.92
0,1,0,10,48.46
0,1,0,11,41.35
0,1,0,12,42.94
0,1,0,13,45.65
0,1,0,14,47.43
0,1,0,15,51.12
0,1,0,16,47.68
0,1,0,17,38.76
0,1,0,18,41.13
0,1,0,19,39.44
0,1,0,20,71.28
0,1,0,21,65.22
0,1,0,22,40.45
0,1,0,23,50.92
0,1,0,24,53.76
0,1,0,25,38.58
0,1,0,26,39.48
0,1,0,27,46.69
0,1,0,28,36.92
0,1,0,29,44.1
0,1,0,30,35.68
0,1,0,31,57.62
0,1,0,32,37.5
0,1,0,33,46.84
0,1,0,34,38.77
0,1,0,35,44.42
0,1,0,36,39.83
0,1,0,37,39.85
0,1,0,38,50.01
0,1,0,39,44.19
0,1,0,40,38.69
0,1,0,41,45.5
0,1,0,42,48.06
0,1,0,43,47.18
0,1,0,44,37.96
0,1,0,45,38.77
0,1,0,46,55.64
0,1,0,47,43.44
0,1,0,48,50.07
0,1,0,49,50.84
0,1,1,0,36.95
0,1,1,1,42.91
0,1,1,2,50.01
0,1,1,3,49.87
0,1,1,4,55.37
0,1,1,5,43.53
0,1,1,6,45.86
0,1,1,7,42.96
0,1,1,8,43.53
0,1,1,9,49.9
0,1,1,10,40.16
0,1,1,11,39.85
0,1,1,12,39.58
0,1,1,13,47.88
0,1,1,14,41.26
0,1,1,15,44.36
0,1,1,16,44.92
0,1,1,17,45.32
0,1,1,18,38.48
0,1,1,19,44.23
0,1,1,20,76.64
0,1,1,21,77.13
0,1,1,22,44.69
0,1,1,23,39.86
0,1,1,24,48.5
0,1,1,25,42.79
0,1,1,26,39.95
0,1,1,27,33.26
0,1,1,28,40.84
0,1,1,29,42.39
0,1,1,30,43.61
0,1,1,31,45.89
0,1,1,32,45.09
0,1,1,33,44.25
0,1,1,34,56.19
0,1,1,35,53.74
0,1,1,36,44.89
0,1,1,37,43.6
0,1,1,38,47.36
0,1,1,39,46.79
0,1,1,40,44.52
0,1,1,41,46.11
0,1,1,42,48.52
0,1,1,43,52.08
0,1,1,44,45.95
0,1,1,45,52.59
0,1,1,46,53.53
0,1,1,47,41.17
0,1,1,48,52.9
0,1,1,49,40.21
0,1,2,0,46.87
0,1,2,1,45.59
0,1,2,2,38.51
0,1,2,3,54.07
0,1,2,4,46.59
0,1,2,5,37.65
0,1,2,6,38.33
0,1,2,7,49.56
0,1,2,8,51.35
0,1,2,9,44.21
0,1,2,10,41.58
0,1,2,11,42.36
0,1,2,12,40.88
0,1,2,13,40.26
0,1,2,14,47.25
0,1,2,15,43.08
0,1,2,16,47.02
0,1,2,17,46.07
0,1,2,18,39.84
0,1,2,19,49.34
0,1,2,20,87.34
0,1,2,21,79.95
0,1,2,22,49.75
0,1,2,23,39.07
0,1,2,24,48.29
0,1,2,25,45.98
0,1,2,26,44.38
0,1,2,27,51.55
0,1,2,28,43.03
0,1,2,29,46.9
0,1,2,30,46.9
0,1,2,31,52.42
0,1,2,32,48.51
0,1,2,33,40.11
0,1,2,34,39.66
0,1,2,35,46.03
0,1,2,36,42.1
0,1,2,37,42.11
0,1,2,38,49.04
0,1,2,39,39.81
0,1,2,40,38.6
0,1,2,41,48.31
0,1,2,42,50.35
0,1,2,43,52.47
0,1,2,44,47.58
0,1,2,45,40.77
0,1,2,46,50.9
0,1,2,47,42.74
0,1,2,48,49.79
0,1,2,49,41.2
0,1,3,0,36.6
0,1,3,1,52.41
0,1,3,2,46.06
0,1,3,3,35.75
0,1,3,4,47.09
0,1,3,5,50.6
0,1,3,6,46.24
0,1,3,7,37.36
0,1,3,8,49.63
0,1,3,9,48.72
0,1,3,10,51.4
0,1,3,11,54.55
0,1,3,12,49.02
