timestamp,user_id,session_duration,num_login_attempts,data_downloaded,data_uploaded,num_alerts,num_firewall_hits,avg_response_time,encryption_type,latitude_coord,longitude_coord,os_version,user_role,alert_level,cluster
2021-02-26 16:32:49,6105,0.37595443072765966,4,451.3614939594343,59.00909535058362,3,12,0.6170902154455354,AES,-6.988758549836291,-6.7512018896791535,Linux,admin,low,0
2021-08-03 16:18:02,8664,8.641526536526566,2,119.85415401656385,72.39941986908799,3,12,4.642589659387886,AES,-10.50318235603676,8.469748500450374,macOS,guest,high,1
2021-06-23 03:56:10,9311,15.675120472078495,4,102.50041456236775,3.8895170104705,2,18,2.4551621831554513,AES,-5.0108646907045795,-8.534213579048918,macOS,admin,high,0
2021-08-19 02:50:36,8364,12.136184255788086,6,486.08960421607594,44.63928992571944,0,4,2.647366851221972,AES,-9.356300009924157,8.618512057881983,Linux,guest,high,1
2021-04-25 04:43:54,9386,25.05035230931478,4,351.7031782565786,61.50357731919661,4,18,3.59567564734211,None,-3.0200144309646446,-1.6160941148447052,Windows,user,low,0
2021-04-06 22:51:31,2747,22.424399428737843,2,412.73568115830585,63.512909240261216,2,10,0.7095548752831115,AES,-2.1537117769357423,0.5852617131012063,macOS,admin,medium,0
2021-07-06 03:25:50,5005,75.21143021197096,2,451.84789770989016,92.35588584308722,1,19,3.3257422736406346,RSA,-3.903558042667748,-7.993513402666953,Linux,guest,medium,0
2021-06-19 19:12:30,6298,97.74717281235742,3,140.70274990062825,42.47438255948436,0,6,3.859117355621193,RSA,-5.695772496823684,-9.31148643299736,macOS,admin,medium,0
2021-02-03 19:17:51,8740,60.18278867899898,6,99.7286363398049,3.505045280657071,2,3,4.761469603365839,None,-2.4188729001783944,0.7072385126170955,Windows,guest,high,0
2021-01-22 15:51:42,7152,26.566754308205663,1,107.70211178965994,20.462019485341465,0,19,2.8598415760543356,None,-4.248587480939956,-1.7236266692646103,Windows,admin,high,0
2021-03-20 12:51:46,6243,155.35177687197907,6,494.4460175925545,34.42183235022519,2,10,4.506692982447852,RSA,-4.242129162743319,-8.222721845322548,macOS,admin,medium,0
2021-06-03 13:32:02,6097,3.116659849194868,4,102.52004177126783,25.282336687583886,1,8,3.7737531257439807,AES,-3.463904078414122,-8.281023894910945,Windows,guest,medium,0
2021-03-22 19:10:42,1702,5.94081745515119,9,26.716776592426605,6.841779239190771,3,10,4.190326422333628,AES,-3.0058503138540296,-7.831727636186742,Linux,guest,medium,0
2021-04-30 09:38:35,8062,53.634105339834235,1,54.910924815608716,90.68650003975598,0,19,0.5806883062149079,RSA,-8.906694747181357,8.340964475897518,macOS,user,high,1
2021-02-13 00:59:21,5068,24.44225071623456,2,38.84542522725215,25.094510727236685,4,7,0.8782049847065617,RSA,-2.005690972480009,1.2532849792485057,macOS,guest,low,0
2021-05-23 15:44:55,7292,91.19540745670471,5,396.18583353171863,49.66808348540733,0,1,0.4709270043848207,RSA,-9.4991090436458,8.659628306720123,Linux,user,medium,1
2021-07-28 06:46:45,2594,4.936609827756132,3,278.24399465498107,50.50342307942181,2,1,2.6542136395333467,None,-2.9623849383733107,-8.948522162793557,Windows,guest,high,0
2021-07-19 02:54:12,4587,3.9987529537440185,5,467.4624091282127,68.14469975642118,4,7,3.089319410062624,None,-8.762895995835214,11.362938044889159,macOS,admin,low,1
2021-02-11 03:50:53,1306,12.179860207383863,8,365.1768753958098,23.92906130250748,4,8,1.2239143872963978,AES,-1.209001191511769,-0.37028921751022825,macOS,user,medium,0
2021-03-20 12:12:56,4918,44.69742102604229,2,220.4575700550934,71.72166105813257,1,7,0.5567221050148141,RSA,-8.420125812542558,9.448545093534696,Windows,guest,high,1
2021-08-23 00:45:46,5526,4.112525543009075,8,143.87696694369262,9.816889463508716,1,5,3.8866270569401764,AES,-11.392091535862129,9.043209759126597,Linux,guest,medium,1
2021-03-27 02:19:58,6607,0.7887618626408734,8,302.2429176257605,11.231229115262176,1,1,0.16578958651945133,RSA,-3.353984070430462,-0.7229413445273937,Windows,admin,medium,0
2021-02-27 00:02:22,8900,32.869723719694285,5,393.0894668759287,94.15223580153842,1,11,3.558027718472544,RSA,-1.9722667728472365,-8.005738932305022,Linux,guest,low,0
2021-08-02 01:57:52,4883,14.826831787854418,2,327.59760345829983,34.002611139199765,2,7,3.9815852070814897,RSA,-1.7617345617161981,-7.347615916787517,Linux,guest,high,0
2021-03-14 15:30:50,8232,18.768534266750557,9,484.33277835934814,98.53085291949878,3,5,0.4631126218334959,RSA,-3.084554242758385,-0.11446017357954086,Windows,user,medium,0
2021-07-16 16:46:08,3188,14.923096318943168,8,183.18262857998502,35.277858309471966,4,13,2.4638788825426983,None,-3.3247396467689825,-0.8249618323831562,macOS,admin,high,0
2021-01-14 03:32:09,3070,47.856463915908606,2,220.4008111210584,48.184361246915664,3,3,4.436314512831475,None,-3.0832494350165613,-8.55331744521367,Windows,guest,low,0
2021-05-21 12:56:05,9729,2.7527904652746105,8,122.0797148147909,96.80224772878488,4,4,3.515089639716315,AES,-9.261184686323466,8.132445007570697,Windows,guest,low,1
2021-04-26 23:27:12,5975,4.435262626190459,6,329.0218515947492,96.6519046115803,0,19,4.364094699934527,AES,-3.7530038497995686,-0.6849211785277045,Windows,user,low,0
2021-07-20 21:17:25,3128,50.67580925072056,8,5.870591614556664,78.6477172607935,3,17,2.8851812522091516,AES,-3.302913488009251,0.6396904383353994,Linux,user,medium,0
2021-06-29 08:52:35,8464,40.531983058005004,9,486.5005254495805,90.3809995740596,4,19,4.541868466522004,RSA,-3.058616257129868,-8.416344399876685,Windows,user,low,0
2021-05-10 23:23:59,5025,5.944046080775241,8,465.10799191800965,43.97796295700298,0,5,2.714329979206216,None,-4.129481838282711,-0.28885645553975203,Windows,user,low,0
2021-08-22 10:09:10,4002,7.271093968242901,7,454.50952473243154,26.74950711540841,1,3,0.10337392465535936,AES,-4.37164203103494,-7.583655529371924,macOS,guest,medium,0
2021-01-16 15:19:04,3759,45.52289747094215,5,424.04875153478037,8.547527801407128,0,11,4.775427777370091,RSA,-2.496481978221694,-6.170229286919842,macOS,user,medium,0
2021-06-18 05:12:22,3655,15.191436147519402,8,338.89050259168346,80.88911778425918,2,11,3.1788779457274137,AES,-3.1879543907815986,-8.962040178421809,Linux,guest,low,0
2021-04-11 02:23:23,2621,5.393606536127086,2,421.60466929120884,93.27863122765055,0,1,2.6142663078068265,AES,-5.286783742033186,-7.949790002660366,Linux,user,medium,0
2021-01-03 23:59:42,9600,22.640263694989883,8,466.7393409991063,82.30985505944108,1,1,2.195152668675391,None,-9.59351422988748,9.86743899896767,Windows,user,high,1
2021-03-31 16:26:29,6844,1.2582384161138096,9,272.3934823110712,88.95690582321171,3,4,2.3034002811268355,None,-3.9861240107613445,-10.285404294254475,Windows,admin,medium,0
2021-08-11 03:46:40,5852,20.603373089096532,9,23.90243066049369,71.68821752906743,1,19,3.6026659688374285,None,-9.925176319124486,10.920908342536055,Windows,user,low,1
2021-04-16 02:25:25,1757,15.818642607326357,3,68.22216334217462,47.43526876263954,2,6,4.857972930075265,AES,-3.881636294149634,-8.893485565840347,macOS,user,low,0
2021-06-17 16:16:37,4376,47.3520530601292,5,74.02794983901877,44.28289698638709,4,12,3.1624128823915756,AES,-10.89490372054026,10.469861022784636,macOS,guest,medium,1
2021-04-16 02:52:20,8846,11.695126495289923,2,333.31763749881185,30.627710540835352,4,17,1.3772824861426591,RSA,-10.120399307571716,8.584714286836821,Linux,user,low,1
2021-09-06 08:31:36,7137,50.0031864347049,3,262.6185635090752,83.4856506113001,3,15,4.281130966617502,RSA,-2.5649068450278776,-7.610744358187904,Windows,admin,medium,0
2021-06-05 18:59:07,4322,77.27999918805358,6,269.963735802437,79.00166846950815,0,2,3.0506059947846147,RSA,-3.828840428074986,-1.2516615185264144,Linux,guest,medium,0
2021-05-04 08:25:50,5888,24.318521623216466,4,191.37192409155318,32.46625894513551,0,17,4.958550264081394,AES,-11.20138826775976,8.953434461906136,Linux,admin,high,1
2021-08-20 02:54:21,1097,4.407208047691357,1,90.20690682935938,90.7847494858825,4,14,4.874833582459158,RSA,-2.7498262133740927,0.054172425785868894,Linux,user,medium,0
2021-01-25 19:30:00,7401,23.17683388956863,3,144.69828945915364,87.18542949716512,4,1,0.5141195591637912,RSA,-3.76098584811197,-0.23868630118247258,Linux,guest,high,0
2021-05-31 11:09:10,5820,4.853910846248498,6,334.1982890542517,10.622838872884188,3,19,0.9221250111407877,AES,-4.44305284704314,-8.83267443904247,Linux,user,high,0
2021-08-18 02:21:02,3498,0.7849405120051443,5,201.13301996683114,56.890418967515046,2,5,2.8663210569721405,RSA,-2.4198220855271297,-0.17416233483343924,Linux,guest,medium,0
2021-08-12 03:37:19,2710,3.4426146091221033,2,208.17499522776845,2.983609694390843,0,11,3.248915183758967,AES,-7.598465104517367,8.429405109034528,Linux,admin,low,1
2021-05-11 06:49:04,4661,83.41356581633016,6,233.36570509197125,21.759923016119288,3,2,3.5312488438258693,None,-3.678278627658402,-7.455703152315345,Linux,guest,high,0
2021-01-11 20:00:32,6976,19.94661441128093,1,304.8086272728646,37.89426236137528,2,14,4.2244166202568065,AES,-10.839288677017453,9.945996289152022,Linux,guest,low,1
2021-07-03 07:52:06,2961,4.146262793458314,5,48.13059062362368,54.03919479781778,0,16,2.8979414609733976,None,-2.8691860649229546,-1.303454035510455,macOS,user,medium,0
2021-03-04 12:16:09,4894,141.18030703044226,2,442.8883112719114,29.81790587472468,1,15,0.9762220186307891,RSA,-2.3074478142512787,-6.079493886697231,Linux,user,low,0
2021-02-07 06:11:26,9219,1.6805529036584415,5,348.45413769181516,52.4559592176521,1,2,3.865260734342578,None,-8.504149097129085,8.835645269621153,Windows,admin,medium,1
2021-02-19 08:55:45,2442,45.65963515385674,7,285.4111492612741,95.2293902027715,0,13,1.587020480911141,AES,-3.2730834122537784,-2.3956570892821167,macOS,user,low,0
2021-09-04 16:32:14,6532,44.50940129847665,8,325.80097413538317,4.9569689552529494,0,11,3.9825152351023436,RSA,-8.494524850556507,8.511028194334882,Windows,guest,medium,1
2021-06-23 15:18:21,5118,29.115796900042028,5,351.21907096153086,25.279213752995,1,13,3.4351084689037923,None,-7.775144038439103,8.746203634071462,Linux,guest,high,1
2021-05-20 18:31:16,8360,62.9105788984043,3,457.84377749763456,21.839748989741338,2,14,2.1509489309110026,AES,-1.7737632193306092,-1.4185304382161772,macOS,user,low,0
2021-06-04 08:23:13,8120,3.5514952478803705,1,252.3348310835779,30.052511504850077,1,13,3.753755592452538,AES,-1.0749106899688348,-1.6678722740744636,Linux,admin,low,0
2021-04-17 01:20:39,5625,102.73750399624909,8,349.08631225852326,73.86451162236455,0,2,0.5873404029781727,None,-3.406666730623362,-8.503948014967996,macOS,user,high,0
2021-08-17 18:27:40,5464,0.18280092518287508,6,45.93647680950308,58.380839294232935,1,3,3.3052333083757546,None,-2.3616658091096996,-8.116351773019828,Windows,guest,medium,0
2021-06-23 20:57:32,5571,21.033324596250353,3,343.1831090560674,15.349138674737105,3,9,4.2396881580850625,None,-3.7997841243009396,-8.217599795103633,macOS,admin,medium,0
2021-02-13 05:26:40,2746,0.6112158779789791,6,15.686249198059388,10.72113387862731,4,18,0.7471367565768301,None,-3.705481988034394,-1.6286913985239582,Windows,admin,medium,0
2021-05-16 15:01:29,1812,62.53874287634774,6,42.55843073423937,3.823904948692347,4,11,4.977223437252607,AES,-1.9992746306030333,-0.8124348234327532,Linux,admin,high,0
2021-04-12 07:37:24,8449,21.13779598650785,8,409.233800778116,45.940844114240065,1,16,0.5917501174379078,AES,-10.47285261033408,10.675705355746052,macOS,user,medium,1
2021-01-05 19:20:40,2098,2.536027558876312,4,355.8434987695395,45.0660218489102,2,8,0.2516496485692933,None,-4.866849588100123,-9.485021809747916,Linux,admin,low,0
2021-02-27 18:09:04,7842,95.22719824081697,5,188.23432584837985,68.29830895044188,0,5,1.255942418547648,None,-3.970233599198674,-6.371129908612458,macOS,admin,low,0
2021-03-14 05:35:09,3589,38.85352094803713,7,57.19954312536629,12.690511319397334,0,3,0.35842267073075595,None,-3.441864136800556,-8.40163101688243,Windows,admin,low,0
2021-07-13 19:19:11,2161,28.946416885377282,4,42.319305884730376,83.05008235082767,1,16,3.9654444143190903,None,-4.587525903532037,-5.872343657299486,Linux,user,medium,0
2021-07-16 19:23:52,7221,23.29965781334337,7,199.38871781392436,35.57051168813915,3,15,0.6965313060822572,RSA,-2.099967254236166,0.18298582354877624,Windows,user,high,0
2021-07-04 00:52:35,1762,23.36053662242881,9,411.31652030658086,58.77074077217874,1,1,1.975096325604824,None,-8.915216389884668,9.45944779039425,macOS,admin,high,1
2021-04-13 23:07:06,9969,3.8194396183988784,4,308.34113226346875,19.68235038793339,1,1,4.712102251289569,None,-4.977414949605302,-7.884935812339659,macOS,user,high,0
2021-07-07 20:06:12,8680,2.782857606229184,1,458.92997998193863,8.031773478569104,0,16,1.8544457991318344,None,-2.2638274797829667,-2.0847350162764755,Windows,user,high,0
2021-05-30 11:57:58,8690,58.936156972770284,3,255.32856439110486,39.24476896150584,2,3,2.088568742769759,None,-3.844960036116237,-8.424362303308701,Windows,user,high,0
2021-06-02 19:27:56,9711,17.743055407060478,4,146.49713248474148,95.17591930470903,1,16,4.4729786583028925,RSA,-4.582526625828864,-7.300113526453882,Linux,user,medium,0
2021-07-30 00:45:31,8922,32.410806497383795,9,114.45142547006776,59.50544920917474,0,11,3.453553741858826,AES,-9.754703668326023,9.080855834821982,Windows,admin,medium,1
2021-01-31 03:07:20,7659,22.717070828682804,2,96.31845595274291,76.90700998810053,1,16,0.1770971011372212,None,-9.988646079081596,8.660545709446087,macOS,user,high,1
2021-02-14 12:02:30,4516,8.069623970577448,9,465.56470983334725,13.158373759341114,2,17,2.8227325021000316,None,-9.846938545528117,9.44002213829236,Windows,admin,high,1
2021-07-21 08:04:12,8696,29.732290820926746,3,254.9615852729623,3.9452461693629592,4,1,1.2375678945807935,AES,-2.800799567557709,-0.35632607155490137,macOS,admin,high,0
2021-06-22 20:07:58,4746,16.511191736450616,8,215.39636286560886,56.92983750364928,0,2,3.922175243084164,None,-3.4860713414024405,-0.5758194040838929,macOS,admin,high,0
2021-07-18 02:21:56,9709,45.95273098607389,4,491.59860022295993,47.2775634292518,1,15,2.675083482002462,AES,-3.7068701679717546,-6.58678150547673,Linux,guest,medium,0
2021-05-18 18:55:59,7439,35.302426994570084,8,403.16259978853867,60.44837073464505,0,4,2.313827407925448,RSA,-10.932412930266365,8.2444642525156,macOS,user,low,1
2021-03-10 20:13:44,2965,174.2691718913776,6,328.5012034915523,20.50959970608599,0,1,3.475825106203547,AES,-4.312488889149632,-7.184765634812035,macOS,guest,low,0
2021-02-14 12:50:20,1708,8.489197011469766,7,259.94781657086065,7.060128172328628,2,1,4.323888894255048,None,-0.5281300075298394,-1.932756646495542,Windows,user,low,0
2021-05-07 04:26:56,5192,23.031641324549202,2,494.88342027378076,90.2807519186831,4,17,4.917434395145277,AES,-5.8007600989242505,-8.78464752245973,Windows,admin,high,0
2021-03-19 19:04:59,7344,10.017278221985544,8,152.38098305055814,73.12048159373359,3,17,3.8049817377026582,RSA,-3.3982900052325093,-7.927756563152101,macOS,admin,high,0
2021-06-23 07:28:31,8221,34.51755323626531,1,54.77601861955167,82.42307863271533,3,8,0.5960718584286947,AES,-2.8555643126958876,-1.362641950779064,macOS,admin,medium,0
2021-03-27 22:29:00,4721,1.3745304985892475,6,332.8555390099898,72.38405753669588,2,13,0.7184799099916819,AES,-3.0947511318903618,-0.32623465834097976,Windows,user,high,0
2021-06-26 19:54:29,6144,115.64081839174573,6,360.1680783612995,97.40796243479396,2,11,1.6279443938261737,AES,-9.933322676498635,9.982614131059439,macOS,user,high,1
2021-02-14 05:18:31,4107,36.380280604033665,9,479.92215249326193,66.25047564081802,2,2,0.625385791635993,RSA,-4.90163271512794,-0.4347142979938822,Linux,guest,low,0
2021-05-12 23:56:40,3559,29.967622529637516,5,33.50567452223463,43.5368106201658,1,19,1.986925544153732,AES,-5.0035662010109165,-7.087979253213903,Windows,admin,medium,0
2021-04-14 00:01:24,6388,76.00712246047185,8,482.557359864064,41.59597336418509,0,6,1.0863546992611024,AES,-3.109342475027819,-8.250446420263595,Windows,user,low,0
2021-01-21 23:47:15,3032,48.84201100724088,6,268.0921252463876,36.24306578089187,2,19,3.869903210752594,None,-2.5729020536751364,0.9582176764491444,macOS,user,low,0
2021-04-21 04:47:47,8742,7.042592479464348,6,220.12554957773582,92.63057468217379,1,1,4.709885418186973,AES,-3.6768322312133925,-8.886055780813843,macOS,admin,high,0
2021-03-27 11:56:29,9449,22.176545735883824,8,249.92479508979721,51.9753705721901,0,19,4.705339681203439,AES,-3.872905276671352,-1.0045144601434242,macOS,user,medium,0
2021-05-31 21:27:01,7372,9.150866455017905,4,358.41793363584765,70.53856496343067,3,16,2.9628852845938587,None,-9.671688003673859,8.59600158783678,macOS,guest,high,1
2021-08-15 14:18:11,2092,8.307270502170496,8,23.121544216103352,89.74092352301888,3,7,1.1713424537472645,None,-3.80793165036693,-8.427330539482405,Windows,guest,medium,0
2021-01-19 19:05:09,3116,4.125407789390007,9,370.98585613108753,35.86931438179367,2,14,1.0393119931111325,RSA,-3.272539884539602,-8.477170065226908,macOS,admin,high,0
2021-04-03 14:30:03,8231,0.4681312289166462,3,131.84657064544297,55.02481163220628,3,6,3.594655226673368,None,-4.137468133783896,-2.569416665475698,macOS,user,high,0
2021-03-08 21:52:26,8234,1.609859657010912,1,282.23716317936487,10.280813753802265,4,4,2.0594553451044812,AES,-11.218043971922906,9.176085430890437,Linux,admin,medium,1
2021-04-15 17:19:21,7023,7.501401911597067,3,320.0869921986543,11.441129311491228,4,1,1.9704985752994812,None,-2.824218718532958,-0.02908399538059747,Windows,admin,high,0
2021-01-04 11:51:21,7734,11.109211771969468,2,113.35882009616633,38.10953419994599,4,5,2.7123358894362473,RSA,-10.5501949762899,9.532904511342691,macOS,guest,medium,1
2021-06-07 20:33:16,7072,30.79417069533499,5,344.16932559802103,18.79636983835702,4,2,4.8473291363771,None,-2.1338514677136917,-0.36652838839558277,Linux,user,high,0
2021-07-09 23:44:51,4573,20.178284975656663,1,278.82660069176114,91.91695859128589,0,7,3.2416651256225713,None,-3.0146158607540188,-2.3109767376722923,Linux,user,low,0
2021-07-15 06:16:07,9410,40.59717840015005,3,391.9797117316652,15.471602864772628,1,5,4.646984060350029,None,-4.655608501582667,-4.884022540885196,Linux,admin,high,0
2021-05-11 01:27:42,7209,4.7415376367070365,8,114.68122208505311,74.47203822168484,2,13,4.134204594541492,None,-9.136942082638484,9.092151578175468,macOS,guest,medium,1
2021-09-05 06:14:28,8909,29.977706732716307,8,411.61627236363177,99.68583053855677,1,7,0.791289647238954,None,-8.741178960560807,9.552723821691577,macOS,user,high,1
2021-05-25 13:40:56,9266,6.392354716655847,6,184.666113822255,20.82342920354341,0,7,0.6458985292489965,AES,-3.3895929078462865,-0.7203247275489848,Linux,guest,medium,0
2021-01-09 17:44:11,7020,70.85802742920706,8,319.5616384053139,55.89226618458222,4,12,3.189232449305383,AES,-9.787275680522807,9.423575415014282,macOS,guest,low,1
