1940-09-11 03:28, TK, -3.33C, 69%, 0.16 knots, 93.93, 341.74
1940-09-11 03:38, TK, 17.01C, 92%, 19.53 knots, 31.93, 53.45
1940-09-11 03:43, TK, 24.63C, 83%, 16.21 knots, 13.18, -311.17
1940-09-11 03:58, TK, 27.25C, 53%, 2.64 knots, 94.52, -494.83
1940-09-12 00:09, RJ, -8.66C, 73%, 5.17 knots, 84.44, 312.09
1940-09-12 00:14, RJ, 16.84C, 51%, 8.13 knots, 38.5, 141.98
1940-09-12 00:28, RJ, 15.19C, 51%, 19.33 knots, 73.89, 327.04
1940-09-12 00:34, RJ, 13.0C, 46%, 0.73 knots, 1.18, -294.89
1940-09-12 00:43, SB, 14.36C, 72%, 15.89 knots, 29.42, 267.02
1940-09-12 00:56, SB, -1.87C, 92%, 17.88 knots, 50.09, 162.88
1940-09-12 01:06, SB, -7.45C, 63%, 13.56 knots, 93.95, -356.12
1940-09-12 01:16, SU, 9.97C, 61%, 17.08 knots, 33.16, 304.48
1940-09-12 01:30, SU, 0.8C, 61%, 4.07 knots, 65.02, 31.32
1940-09-12 01:44, SU, 19.35C, 69%, 12.0 knots, 29.42, -468.64
1940-09-12 01:51, SU, -4.94C, 62%, 13.7 knots, 68.06, 440.69
1940-09-12 02:05, SU, 19.96C, 84%, 12.87 knots, 18.04, 200.73
1940-09-12 02:14, TN, -6.48C, 89%, 9.74 knots, 99.51, -488.52
1940-09-12 02:27, TN, 12.17C, 64%, 16.79 knots, 5.43, 415.85
1940-09-12 02:32, TM, -8.45C, 93%, 17.88 knots, 1.73, 109.25
1940-09-12 02:47, TM, 13.83C, 53%, 4.32 knots, 42.77, 294.5
1940-09-12 02:56, TL, -0.69C, 78%, 1.79 knots, 41.02, -38.19
1940-09-12 03:09, TL, 28.37C, 40%, 11.02 knots, 34.64, -156.97
1940-09-12 03:24, TL, 12.58C, 40%, 19.35 knots, 40.05, -355.76
1940-09-12 03:31, SS, -3.75C, 91%, 18.04 knots, 36.69, -402.17
1940-09-12 03:46, SS, 28.05C, 45%, 17.23 knots, 39.63, -415.99
1940-09-12 04:01, RZ, 29.5C, 63%, 13.21 knots, 25.45, -171.36
1940-09-12 04:16, RZ, 11.55C, 76%, 16.92 knots, 45.93, 257.39
1940-09-12 04:24, RZ, 11.35C, 85%, 7.03 knots, 15.52, -189.38
1940-09-12 04:38, RG, 21.56C, 82%, 11.36 knots, 52.35, -270.42
1940-09-12 04:50, RG, 24.5C, 55%, 14.38 knots, 18.98, -222.05
1940-09-12 05:04, RG, -8.22C, 60%, 3.09 knots, 36.43, 381.94
1940-09-13 00:07, RJ, 24.36C, 59%, 19.83 knots, 58.8, 84.16
1940-09-13 00:19, RJ, 12.87C, 78%, 5.99 knots, 20.84, 426.05
1940-09-13 00:34, RJ, 15.21C, 68%, 2.5 knots, 85.84, -433.66
1940-09-13 00:39, SA, -9.94C, 70%, 8.23 knots, 38.06, 323.59
1940-09-13 00:51, SA, 11.82C, 87%, 9.86 knots, 3.39, -284.43
1940-09-13 01:05, SS, 1.61C, 60%, 3.32 knots, 93.1, 495.88
1940-09-13 01:14, SS, 16.15C, 52%, 18.53 knots, 46.41, -24.76
1940-09-13 01:20, SS, 22.36C, 86%, 9.81 knots, 8.27, 41.81
1940-09-13 01:30, SS, 3.07C, 63%, 17.62 knots, 94.28, -195.92
1940-09-13 01:43, SA, 7.08C, 83%, 14.39 knots, 23.71, -276.23
1940-09-13 01:58, SA, -9.84C, 60%, 6.33 knots, 64.8, -126.95
1940-09-13 02:09, SA, -2.44C, 81%, 19.9 knots, 62.22, -200.98
1940-09-13 02:21, RG, 26.06C, 77%, 16.38 knots, 42.77, -209.32
1940-09-13 02:30, RG, 2.21C, 91%, 8.26 knots, 27.8, 322.12
1940-09-13 02:36, SA, 29.46C, 53%, 5.23 knots, 93.51, -216.71
1940-09-13 02:43, SA, 14.15C, 40%, 3.71 knots, 29.53, 448.72
1940-09-13 02:57, SA, -7.57C, 88%, 4.77 knots, 80.94, 148.09
1940-09-13 03:12, SU, -3.83C, 90%, 11.06 knots, 46.22, 231.36
1940-09-13 03:20, SU, 6.01C, 71%, 0.03 knots, 17.24, -197.46
1940-09-14 00:11, TM, 7.34C, 87%, 4.62 knots, 9.81, 472.04
1940-09-14 00:19, TM, 23.05C, 58%, 12.42 knots, 60.12, 444.34
1940-09-14 00:30, TM, 22.47C, 72%, 9.88 knots, 84.81, -140.67
1940-09-14 00:35, TM, 12.87C, 58%, 6.84 knots, 0.82, -199.91
1940-09-14 00:50, ST, -9.0C, 88%, 19.52 knots, 23.19, 328.04
1940-09-14 01:03, ST, 21.16C, 74%, 11.53 knots, 54.76, 324.57
1940-09-14 01:10, ST, 7.01C, 45%, 9.17 knots, 75.17, 160.31
1940-09-14 01:16, RH, 28.5C, 43%, 13.31 knots, 44.9, 148.63
1940-09-14 01:29, RH, 6.11C, 65%, 3.9 knots, 41.74, 414.2
1940-09-14 01:42, RH, -1.95C, 69%, 3.1 knots, 0.23, 178.76
1940-09-14 01:52, RH, -5.82C, 56%, 1.11 knots, 4.31, 318.36
1940-09-15 00:09, TM, 29.17C, 86%, 16.72 knots, 30.29, -420.67
1940-09-15 00:15, TM, 22.87C, 62%, 0.91 knots, 36.36, 296.54
1940-09-15 00:28, TM, 17.58C, 91%, 13.95 knots, 97.45, -367.46
1940-09-15 00:36, ST, 6.28C, 41%, 11.37 knots, 62.68, 368.3
1940-09-15 00:41, ST, 10.19C, 44%, 10.58 knots, 83.24, -382.21
1940-09-15 00:46, SA, 0.4C, 83%, 18.62 knots, 0.73, -42.86
1940-09-15 00:53, SA, 23.91C, 68%, 7.69 knots, 62.06, -278.69
1940-09-15 01:01, SA, 27.39C, 52%, 15.81 knots, 4.1, -238.59
1940-09-15 01:06, SA, 20.43C, 49%, 2.91 knots, 93.05, 469.16
1940-09-15 01:12, SA, -5.36C, 68%, 12.23 knots, 93.18, 177.59
1940-09-15 01:27, RH, 3.99C, 95%, 15.74 knots, 6.18, -323.67
1940-09-15 01:42, RH, 12.66C, 86%, 13.88 knots, 65.13, -442.63
1940-09-15 01:55, RH, 27.26C, 66%, 16.0 knots, 30.16, -51.41
1940-09-15 02:09, QP, -2.37C, 79%, 6.12 knots, 39.53, 86.37
1940-09-15 02:19, QP, 20.68C, 80%, 8.86 knots, 40.45, 443.51
1940-09-15 02:34, QQ, 15.68C, 59%, 1.01 knots, 46.41, -372.66
1940-09-15 02:41, QQ, 18.55C, 50%, 15.22 knots, 2.18, 263.91
1940-09-15 02:48, QQ, -4.83C, 78%, 13.41 knots, 89.26, -376.66
1940-09-15 02:59, QQ, 21.95C, 55%, 0.09 knots, 40.64, 53.98
1940-09-15 03:05, QR, -9.59C, 80%, 6.81 knots, 91.23, 290.25
1940-09-15 03:18, QR, -3.56C, 41%, 6.2 knots, 33.13, 279.99
1940-09-15 03:31, QR, -7.74C, 73%, 8.61 knots, 47.78, 75.03
1940-09-15 03:43, QR, 24.62C, 49%, 1.82 knots, 46.72, -467.27
1940-09-15 03:58, RK, 10.91C, 67%, 0.08 knots, 23.2, -295.22
1940-09-15 04:04, RK, 25.77C, 87%, 6.79 knots, 83.02, 257.74
1940-09-15 04:10, RK, 1.46C, 90%, 11.27 knots, 51.46, -357.68
1940-09-15 04:20, SC, -2.08C, 63%, 17.93 knots, 98.35, 42.43
1940-09-15 04:25, SC, 19.74C, 45%, 13.33 knots, 14.66, 298.07
1940-09-15 04:37, SC, 6.52C, 61%, 1.04 knots, 51.26, 381.43
1940-09-15 04:45, SC, 28.8C, 83%, 14.73 knots, 27.21, -189.71
1940-09-15 05:00, SC, 27.79C, 79%, 8.98 knots, 95.62, 322.06
1940-09-15 05:06, SB, 24.63C, 47%, 7.85 knots, 55.92, -48.16
1940-09-15 05:20, SB, 4.05C, 80%, 11.33 knots, 23.96, -423.16
1940-09-15 05:29, SB, 27.02C, 57%, 15.08 knots, 10.66, -129.26
1940-09-16 00:12, TO, 26.33C, 93%, 8.55 knots, 12.04, -63.62
1940-09-16 00:20, TO, -3.15C, 64%, 8.19 knots, 30.87, -297.18
1940-09-16 00:32, TO, 24.8C, 85%, 8.78 knots, 96.0, 25.02
1940-09-16 00:40, TO, 12.43C, 59%, 5.37 knots, 20.24, 151.23
1940-09-16 00:45, SV, -7.4C, 90%, 14.49 knots, 30.84, 414.07
1940-09-16 00:51, SV, -1.88C, 95%, 8.99 knots, 8.01, 61.21
1940-09-16 01:06, SV, 13.37C, 90%, 15.26 knots, 78.35, -365.13
1940-09-16 01:17, SV, 1.16C, 41%, 0.53 knots, 41.32, 404.44
1940-09-16 01:28, SV, 10.0C, 58%, 8.8 knots, 23.56, 394.66
1940-09-16 01:43, SC, 20.22C, 47%, 10.0 knots, 65.14, -276.12
1940-09-16 01:58, SC, 28.52C, 72%, 8.82 knots, 53.68, -22.04
1940-09-16 02:04, SC, 10.77C, 81%, 9.22 knots, 23.9, 140.55
1940-09-16 02:11, SB, 26.58C, 42%, 1.25 knots, 78.1, -406.16
1940-09-16 02:21, SB, 10.13C, 41%, 18.15 knots, 2.6, -123.09
1940-09-16 02:30, SB, 27.36C, 57%, 14.15 knots, 28.0, 263.98
1940-09-16 02:37, SB, 19.3C, 82%, 12.09 knots, 31.67, 61.52
1940-09-16 02:47, SA, 18.53C, 72%, 11.45 knots, 89.79, -306.28
1940-09-16 03:00, SA, 0.53C, 50%, 19.65 knots, 38.53, 47.7
1940-09-16 03:07, SA, 11.44C, 81%, 9.47 knots, 54.3, -101.12
1940-09-16 03:18, SA, 13.17C, 80%, 19.1 knots, 13.44, -93.55
1940-09-16 03:30, ST, 4.6C, 94%, 5.4 knots, 95.12, -322.63
1940-09-16 03:37, ST, 28.49C, 82%, 5.94 knots, 52.85, -57.32
1940-09-16 03:52, ST, -4.35C, 85%, 18.41 knots, 76.06, -46.0
1940-09-16 03:59, TM, 1.29C, 74%, 2.08 knots, 17.58, 41.39
1940-09-16 04:04, TM, 21.01C, 85%, 0.8 knots, 30.47, -45.02
1940-09-16 04:16, TM, 28.43C, 70%, 0.06 knots, 8.88, 452.78
1940-09-16 04:25, TM, -2.97C, 52%, 13.58 knots, 5.06, -139.38
1940-09-16 04:38, TM, 5.99C, 74%, 8.17 knots, 3.35, 468.31
1940-09-16 04:50, ST, 27.98C, 53%, 2.95 knots, 61.59, -327.26
1940-09-16 05:04, ST, 10.25C, 41%, 14.89 knots, 6.07, -476.76
1940-09-16 05:15, SA, 0.21C, 93%, 16.65 knots, 38.31, -139.2
1940-09-16 05:20, SA, 1.19C, 40%, 2.77 knots, 51.84, 71.83
1940-09-16 05:27, SA, 11.5C, 54%, 1.14 knots, 12.76, -315.52
1940-09-16 05:35, SA, 3.39C, 57%, 16.3 knots, 54.39, -24.58
1940-09-16 05:42, SA, 19.07C, 93%, 6.78 knots, 8.36, 168.83
1940-09-16 05:56, RH, 18.58C, 69%, 2.46 knots, 99.16, -17.23
1940-09-16 06:01, RH, 7.67C, 90%, 19.54 knots, 29.05, 437.78
1940-09-16 06:12, RH, 25.94C, 82%, 19.46 knots, 47.71, 45.31
1940-09-16 06:19, QP, 27.44C, 73%, 4.31 knots, 99.27, 275.94
1940-09-16 06:29, QP, 27.4C, 73%, 14.71 knots, 37.68, -126.19
1940-09-17 00:11, TO, 22.84C, 64%, 19.97 knots, 25.13, -371.59
1940-09-17 00:19, TO, -6.52C, 71%, 13.36 knots, 43.71, -158.26
1940-09-17 00:26, TO, -6.86C, 55%, 14.55 knots, 48.04, -222.01
1940-09-17 00:39, TN, -9.8C, 73%, 11.4 knots, 77.11, 99.17
1940-09-17 00:48, TN, 17.55C, 95%, 14.29 knots, 71.42, -93.75
1940-09-17 00:59, TN, 6.95C, 52%, 6.27 knots, 43.89, -47.35
1940-09-17 01:09, TM, -3.55C, 60%, 14.07 knots, 96.02, 185.99
1940-09-17 01:22, TM, 23.03C, 80%, 15.26 knots, 15.71, -375.4
1940-09-17 01:34, TM, -4.71C, 81%, 3.68 knots, 45.91, -471.46
1940-09-17 01:44, TM, 24.35C, 40%, 13.13 knots, 12.33, 474.66
1940-09-17 01:58, ST, 9.18C, 89%, 14.99 knots, 39.52, 40.01
1940-09-17 02:04, ST, -4.76C, 48%, 3.26 knots, 74.35, -235.44
1940-09-17 02:10, ST, -1.91C, 45%, 1.02 knots, 37.54, 167.47
1940-09-17 02:24, ST, 13.41C, 49%, 3.48 knots, 61.63, -221.9
1940-09-17 02:30, ST, -8.61C, 66%, 12.85 knots, 25.09, -473.35
1940-09-17 02:37, SA, -3.58C, 89%, 7.8 knots, 80.66, 427.55
1940-09-17 02:50, SA, 0.67C, 70%, 3.53 knots, 0.2, -332.09
1940-09-17 02:56, SA, -7.99C, 51%, 12.24 knots, 61.29, 375.42
1940-09-17 03:11, RH, 27.74C, 66%, 10.2 knots, 50.64, -489.17
1940-09-17 03:24, RH, 25.02C, 40%, 4.35 knots, 23.12, -260.19
1940-09-17 03:36, RH, 15.43C, 85%, 3.2 knots, 21.7, 29.67
1940-09-17 03:44, RH, 18.3C, 50%, 14.77 knots, 80.86, -410.86
1940-09-17 03:50, RH, 26.4C, 91%, 12.6 knots, 25.11, 252.69
1940-09-17 03:55, QP, 15.9C, 84%, 5.91 knots, 98.4, -70.05
1940-09-17 04:00, QP, -5.62C, 64%, 0.33 knots, 6.48, -229.62
1940-09-17 04:11, QP, 28.98C, 55%, 13.55 knots, 22.96, 292.14
1940-09-17 04:16, QP, 7.07C, 58%, 3.93 knots, 30.28, 278.08
1940-09-17 04:25, QP, 6.17C, 84%, 3.43 knots, 87.98, 213.71
1940-09-17 04:33, QQ, -6.08C, 82%, 11.98 knots, 2.31, -318.76
1940-09-17 04:43, QQ, -8.36C, 70%, 2.64 knots, 82.95, -2.84
1940-09-17 04:54, QQ, 21.11C, 47%, 16.67 knots, 3.28, -422.24
1940-09-17 05:07, QR, 23.33C, 78%, 14.21 knots, 9.51, -140.11
1940-09-17 05:13, QR, 21.75C, 86%, 2.37 knots, 1.16, 220.56
1940-09-17 05:20, QR, 11.89C, 92%, 1.08 knots, 59.25, -343.01
1940-09-17 05:27, QR, -7.04C, 79%, 12.77 knots, 71.53, -248.3
1940-09-17 05:33, QR, 11.24C, 88%, 0.32 knots, 36.39, 296.13
1940-09-17 05:46, RK, -5.4C, 75%, 4.91 knots, 11.36, 26.47
1940-09-17 05:52, RK, 15.94C, 47%, 3.63 knots, 1.33, 371.3
1940-09-17 06:01, SC, -2.63C, 61%, 17.84 knots, 69.43, -200.67
1940-09-17 06:07, SC, 22.78C, 79%, 15.72 knots, 65.44, -206.23
1940-09-17 06:12, SC, 10.16C, 79%, 17.61 knots, 68.5, -410.53
1940-09-17 06:22, SC, -3.47C, 44%, 7.04 knots, 2.72, -437.25
1940-09-17 06:34, SB, 28.56C, 59%, 2.67 knots, 85.37, -429.15
1940-09-17 06:48, SB, -6.85C, 82%, 7.01 knots, 63.25, -51.67
1940-09-18 00:08, RJ, -9.15C, 69%, 8.2 knots, 44.97, -420.06
1940-09-18 00:21, RJ, 0.29C, 52%, 15.49 knots, 26.43, 68.2
1940-09-18 00:36, RJ, 17.55C, 59%, 18.32 knots, 92.47, -251.9
1940-09-18 00:45, RJ, -8.64C, 51%, 11.83 knots, 83.4, -379.24
1940-09-18 00:52, QP, 5.42C, 60%, 4.61 knots, 11.43, -114.79
1940-09-18 01:07, QP, -7.58C, 63%, 17.49 knots, 28.95, 289.42
1940-09-18 01:16, QP, 11.74C, 72%, 9.8 knots, 19.11, 83.04
1940-09-18 01:21, RG, -6.8C, 67%, 14.98 knots, 4.49, -435.63
1940-09-18 01:34, RG, 5.84C, 78%, 3.74 knots, 78.71, 321.55
1940-09-18 01:47, QN, 28.19C, 92%, 6.86 knots, 82.55, -305.18
1940-09-18 01:58, QN, 2.71C, 83%, 13.33 knots, 14.6, -447.04
1940-09-18 02:08, QN, 24.41C, 92%, 14.26 knots, 8.11, 340.84
1940-09-18 02:19, QN, 26.46C, 41%, 4.95 knots, 23.27, 376.34
1940-09-18 02:33, RF, 1.15C, 70%, 10.49 knots, 24.63, -259.39
1940-09-18 02:38, RF, 16.45C, 89%, 12.14 knots, 22.89, -27.85
1940-09-18 02:46, RY, 23.62C, 64%, 17.67 knots, 25.85, 266.86
1940-09-18 02:54, RY, 24.45C, 92%, 0.12 knots, 42.1, 465.67
1940-09-18 03:03, RY, 19.51C, 84%, 15.98 knots, 4.96, -128.1
1940-09-18 03:10, SR, 28.5C, 89%, 14.97 knots, 63.99, 49.49
1940-09-18 03:18, SR, 16.91C, 69%, 3.8 knots, 38.64, -80.94
1940-09-18 03:28, TK, 8.09C, 90%, 2.98 knots, 87.15, -36.8
1940-09-18 03:33, TK, 26.51C, 57%, 10.88 knots, 31.75, -254.18
1940-09-18 03:44, TK, 18.84C, 88%, 17.87 knots, 24.15, 374.78
1940-09-19 00:15, TN, 0.3C, 77%, 0.72 knots, 79.62, 408.96
1940-09-19 00:26, TN, -4.36C, 46%, 13.32 knots, 30.84, 247.01
1940-09-19 00:34, TN, 6.54C, 61%, 11.94 knots, 91.76, -117.21
1940-09-19 00:41, TN, 20.72C, 80%, 13.59 knots, 66.35, -357.82
1940-09-19 00:52, TM, -3.7C, 49%, 1.36 knots, 47.35, 386.54
1940-09-19 00:57, TM, 9.94C, 40%, 17.04 knots, 69.86, 192.7
1940-09-19 01:06, TM, 21.67C, 79%, 2.64 knots, 55.95, 324.59
1940-09-19 01:21, TM, -1.09C, 46%, 10.88 knots, 21.74, -246.67
1940-09-19 01:29, ST, -9.0C, 76%, 0.91 knots, 27.59, -370.99
1940-09-19 01:34, ST, 20.68C, 49%, 19.5 knots, 50.68, -4.31
1940-09-19 01:42, ST, -6.24C, 56%, 6.67 knots, 23.24, -49.05
1940-09-19 01:50, ST, -7.75C, 61%, 14.08 knots, 30.16, -345.51
1940-09-19 02:04, RZ, 9.62C, 78%, 6.23 knots, 93.11, 163.92
1940-09-19 02:18, RZ, 22.06C, 82%, 17.96 knots, 38.78, -461.88
1940-09-19 02:27, RZ, 19.17C, 88%, 18.08 knots, 20.46, 371.47
1940-09-19 02:33, RZ, 10.99C, 89%, 3.75 knots, 24.41, 66.33
1940-09-19 02:38, RZ, 7.59C, 56%, 0.14 knots, 78.19, -219.89
1940-09-19 02:49, RH, -4.35C, 55%, 0.85 knots, 49.16, 418.09
1940-09-19 03:00, RH, 27.36C, 92%, 4.83 knots, 63.28, -373.04
1940-09-19 03:09, RH, 15.76C, 64%, 19.68 knots, 74.62, 330.11
1940-09-19 03:18, RH, 20.44C, 73%, 18.32 knots, 65.75, -27.58
1940-09-19 03:25, QP, 10.55C, 57%, 14.11 knots, 44.48, -403.81
1940-09-19 03:32, QP, -1.01C, 42%, 5.42 knots, 37.55, 50.05
1940-09-19 03:38, QP, -1.64C, 81%, 4.95 knots, 56.23, 292.61
1940-09-19 03:48, QQ, 9.91C, 65%, 0.37 knots, 62.9, -106.03
1940-09-19 03:56, QQ, -5.89C, 76%, 5.58 knots, 90.01, -344.96
1940-09-19 04:07, QQ, 22.68C, 59%, 19.15 knots, 71.99, -180.36
1940-09-20 00:14, TO, -9.1C, 59%, 13.0 knots, 90.12, 344.49
1940-09-20 00:24, TO, 8.36C, 48%, 18.64 knots, 63.63, 187.63
1940-09-20 00:38, TO, 18.48C, 56%, 11.63 knots, 23.17, 110.31
1940-09-20 00:50, SV, 27.2C, 88%, 12.61 knots, 73.65, 51.45
1940-09-20 00:56, SV, 13.28C, 70%, 19.49 knots, 63.11, -232.96
1940-09-20 01:09, SV, -7.26C, 55%, 19.81 knots, 27.69, 201.59
1940-09-20 01:17, SC, -4.93C, 70%, 12.1 knots, 95.34, 162.39
1940-09-20 01:25, SC, 24.83C, 63%, 1.61 knots, 85.09, -196.99
1940-09-20 01:36, SC, 26.31C, 68%, 17.48 knots, 70.19, 223.12
1940-09-20 01:51, SB, -0.83C, 89%, 6.13 knots, 32.48, -433.21
1940-09-20 01:59, SB, 8.15C, 94%, 19.13 knots, 9.67, 299.57
1940-09-20 02:13, SB, -3.43C, 89%, 19.65 knots, 74.07, 198.13
1940-09-20 02:22, SA, 6.5C, 53%, 0.43 knots, 0.34, -168.11
1940-09-20 02:28, SA, 2.52C, 84%, 18.97 knots, 12.73, 20.85
1940-09-20 02:41, SA, 5.33C, 87%, 5.74 knots, 22.94, -405.39
1940-09-20 02:50, ST, 20.73C, 67%, 7.3 knots, 28.28, -312.66
1940-09-20 02:56, ST, 14.84C, 59%, 7.12 knots, 0.76, 440.86
1940-09-20 03:02, ST, 16.96C, 65%, 2.1 knots, 58.56, -184.57
1940-09-20 03:17, ST, 5.46C, 47%, 8.96 knots, 76.16, 300.48
1940-09-20 03:22, TM, 7.88C, 78%, 13.62 knots, 66.46, 110.2
1940-09-20 03:30, TM, 21.81C, 86%, 1.4 knots, 74.14, -239.36
1940-09-20 03:36, ST, 1.28C, 85%, 8.34 knots, 49.86, -15.23
1940-09-20 03:51, ST, -5.86C, 48%, 7.34 knots, 35.72, -167.58
1940-09-20 03:59, SA, 0.64C, 57%, 12.79 knots, 88.02, 98.69
1940-09-20 04:06, SA, -4.52C, 69%, 9.44 knots, 36.43, -98.74
1940-09-20 04:17, SA, -8.78C, 93%, 12.51 knots, 27.26, 93.62
1940-09-20 04:25, SA, -0.12C, 64%, 5.9 knots, 72.71, 403.58
1940-09-20 04:37, SA, 7.16C, 91%, 7.76 knots, 51.52, 127.8
1940-09-20 04:46, RH, 24.48C, 71%, 14.58 knots, 2.54, 433.6
1940-09-20 04:51, RH, 25.9C, 57%, 3.11 knots, 76.33, 112.49
1940-09-20 05:04, RH, 18.11C, 49%, 12.03 knots, 88.54, 69.26
1940-09-20 05:11, QP, 6.95C, 40%, 17.81 knots, 69.66, -480.44
1940-09-20 05:24, QP, 15.13C, 93%, 14.27 knots, 54.89, -276.81
1940-09-20 05:34, QP, 24.86C, 65%, 1.99 knots, 28.79, 64.27
1940-09-20 05:49, QP, 8.02C, 48%, 19.15 knots, 11.83, 286.71
1940-09-20 05:59, QP, 14.97C, 62%, 1.9 knots, 28.9, 295.22
1940-09-20 06:14, QQ, 7.14C, 76%, 0.88 knots, 33.0, 87.51
1940-09-20 06:21, QQ, -5.17C, 65%, 0.96 knots, 34.77, -230.48
1940-09-20 06:28, QR, 13.94C, 76%, 18.06 knots, 85.74, 314.91
1940-09-20 06:42, QR, -9.45C, 74%, 18.1 knots, 44.19, 382.87
1940-09-20 06:54, QR, -8.15C, 80%, 15.09 knots, 79.84, -229.07
1940-09-20 07:01, QR, 11.97C, 80%, 16.6 knots, 56.42, -105.87
1940-09-20 07:14, QR, 18.12C, 58%, 17.04 knots, 72.18, 238.65
1940-09-20 07:21, RK, 20.82C, 42%, 18.7 knots, 85.43, -441.19
1940-09-20 07:30, RK, 26.56C, 85%, 5.89 knots, 85.69, 415.49
1940-09-20 07:39, RK, 3.23C, 72%, 10.11 knots, 0.21, -286.79
1940-09-20 07:49, RK, 28.58C, 61%, 19.09 knots, 17.32, -23.09
1940-09-20 07:57, RK, 3.0C, 59%, 5.11 knots, 0.42, 400.08
1940-09-20 08:04, SC, 23.13C, 63%, 18.32 knots, 37.28, 223.89
1940-09-20 08:11, SC, 0.66C, 93%, 18.28 knots, 3.02, 202.94
1940-09-20 08:17, SC, 12.73C, 88%, 19.86 knots, 30.15, 24.36
1940-09-20 08:30, SC, -4.84C, 57%, 4.42 knots, 85.88, -403.36
1940-09-20 08:45, SC, 20.86C, 48%, 1.91 knots, 93.36, 370.43
1940-09-20 08:50, SB, -4.33C, 56%, 1.78 knots, 24.66, -402.9
1940-09-20 09:03, SB, 15.9C, 84%, 9.8 knots, 73.89, -412.36
1940-09-21 00:14, TL, 24.21C, 95%, 16.79 knots, 19.0, 266.51
1940-09-21 00:21, TL, -8.63C, 52%, 18.17 knots, 74.64, 119.3
1940-09-21 00:33, SS, 27.41C, 73%, 6.61 knots, 99.82, -428.8
1940-09-21 00:41, SS, 10.13C, 58%, 2.18 knots, 38.58, 486.8
1940-09-21 00:51, SS, 29.33C, 71%, 18.57 knots, 1.81, -210.23
