Time [s],Channel 0,Channel 1
0.015686083,0,0
0.015687458,0,1
0.016686375,0,0
0.016687708,0,1
0.017686625,0,0
0.017687958,0,1
0.018686875,0,0
0.018688250,0,1
0.018946792,1,0
0.018947500,0,1
0.018948167,1,0
0.018948833,0,1
0.018949500,1,0
0.018950167,0,1
0.018950833,1,0
0.018952833,0,1
0.018953500,1,0
0.018954833,0,1
0.018956833,1,0
0.018958167,0,1
0.018959500,1,0
0.018960167,0,1
0.018960833,1,0
0.018961500,0,1
0.018962833,1,0
0.018963500,0,1
0.018964167,1,0
0.018964833,0,1
0.018965500,1,0
0.018967500,0,1
0.018968167,0,0
0.018969500,0,1
0.018972500,1,1
0.018972542,1,0
0.018973208,0,1
0.018973875,1,0
0.018974542,1,1
0.018974583,0,1
0.018975208,1,1
0.018975250,1,0
0.018975875,1,1
0.018975917,0,1
0.018976542,1,1
0.018976583,1,0
0.018977875,1,1
0.018977917,0,1
0.018979208,1,1
0.018979250,1,0
0.018981208,1,1
0.018981250,0,1
0.018982542,1,1
0.018982583,1,0
0.018983250,0,0
0.018984542,0,1
0.019686750,0,0
0.019688125,0,1
0.020687042,0,0
0.020688375,0,1
0.021686625,0,0
0.021687958,0,1
0.022686875,0,0
0.022688250,0,1
0.023687167,0,0
0.023688500,0,1
0.024687417,0,0
0.024688750,0,1
0.025687000,0,0
0.025688375,0,1
0.026687292,0,0
0.026688625,0,1
0.026947875,1,0
0.026948542,0,1
0.026949208,1,0
0.026949875,0,1
0.026950542,1,0
0.026951208,0,1
0.026951875,1,0
0.026953875,0,1
0.026954542,1,0
0.026955875,0,1
0.026957875,1,0
0.026959208,0,1
0.026960542,1,0
0.026961208,0,1
0.026961875,1,0
0.026962542,0,1
0.026963875,1,0
0.026964542,0,1
0.026965208,1,0
0.026965875,0,1
0.026966542,1,0
0.026968542,0,1
0.026969208,0,0
0.026970542,0,1
0.026973583,1,1
0.026973625,1,0
0.026974250,1,1
0.026974292,0,1
0.026974917,1,1
0.026974958,1,0
0.026975583,1,1
0.026975625,0,1
0.026976250,1,1
0.026976292,1,0
0.026976917,1,1
0.026976958,0,1
0.026977583,1,1
0.026977625,1,0
0.026978917,1,1
0.026978958,0,1
0.026980250,1,1
0.026980292,1,0
0.026982250,1,1
0.026982292,0,1
0.026983583,1,1
0.026983625,1,0
0.026984292,0,0
0.026985625,0,1
0.027687167,0,0
0.027688500,0,1
0.028687417,0,0
0.028688750,0,1
0.029687667,0,0
0.029689000,0,1
0.030687958,0,0
0.030689292,0,1
0.031688208,0,0
0.031689542,0,1
0.032687792,0,0
0.032689125,0,1
0.033688042,0,0
0.033689417,0,1
0.034688333,0,0
0.034689667,0,1
0.034948250,1,0
0.034948917,0,1
0.034949583,1,1
0.034949625,1,0
0.034950250,0,1
0.034950917,1,0
0.034951583,0,1
0.034952250,1,0
0.034954250,0,1
0.034954917,1,0
0.034956250,0,1
0.034958250,1,0
0.034959583,0,1
0.034960917,1,0
0.034961583,0,1
0.034962250,1,0
0.034962917,0,1
0.034964250,1,0
0.034964917,0,1
0.034965583,1,0
0.034966250,0,1
0.034966917,1,0
0.034968917,0,1
0.034969583,0,0
0.034970917,0,1
0.034973958,1,1
0.034974000,1,0
0.034974625,1,1
0.034974667,0,1
0.034975292,1,1
0.034975333,1,0
0.034975958,1,1
0.034976000,0,1
0.034976625,1,1
0.034976667,1,0
0.034977292,1,1
0.034977333,0,1
0.034977958,1,1
0.034978000,1,0
0.034979292,1,1
0.034979333,0,1
0.034980625,1,1
0.034980667,1,0
0.034982667,0,1
0.034984000,1,0
0.034984708,0,0
0.034986000,0,1
0.035688208,0,0
0.035689542,0,1
0.036688458,0,0
0.036689833,0,1
0.037688750,0,0
0.037690083,0,1
0.038688333,0,0
0.038689667,0,1
0.039688583,0,0
0.039689958,0,1
0.040688875,0,0
0.040690208,0,1
0.041689125,0,0
0.041690458,0,1
0.042688708,0,0
0.042690083,0,1
0.042949292,1,0
0.042950000,0,1
0.042950667,1,0
0.042951333,0,1
0.042952000,1,0
0.042952667,0,1
0.042953333,1,0
0.042955333,0,1
0.042956000,1,0
0.042957333,0,1
0.042959333,1,0
0.042960667,0,1
0.042962000,1,0
0.042962667,0,1
0.042963333,1,0
0.042964000,0,1
0.042965333,1,0
0.042966000,0,1
0.042966667,1,0
0.042967333,0,1
0.042968000,1,0
0.042969958,1,1
0.042970000,0,1
0.042970667,0,0
0.042971958,0,1
0.042975000,1,1
0.042975042,1,0
0.042975667,1,1
0.042975708,0,1
0.042976333,1,1
0.042976375,1,0
0.042977000,1,1
0.042977042,0,1
0.042977667,1,1
0.042977708,1,0
0.042978333,1,1
0.042978375,0,1
0.042979000,1,1
0.042979042,1,0
0.042980375,0,1
0.042981708,1,1
0.042981750,1,0
0.042983708,1,1
0.042983750,0,1
0.042985042,1,1
0.042985083,1,0
0.042985750,0,0
0.042987042,0,1
0.043689250,0,0
0.043690583,0,1
0.044689500,0,0
0.044690875,0,1
0.045689125,0,0
0.045690458,0,1
0.046689375,0,0
0.046690708,0,1
0.047689625,0,0
0.047691000,0,1
0.048689917,0,0
0.048691250,0,1
0.049689500,0,0
0.049690833,0,1
0.050689750,0,0
0.050691125,0,1
0.050950333,1,0
0.050951042,0,1
0.050951708,1,0
0.050952375,0,1
0.050953042,1,0
0.050953708,0,1
0.050954375,1,0
0.050956375,0,1
0.050957042,1,0
0.050958375,0,1
0.050960375,1,0
0.050961708,0,1
0.050963042,1,0
0.050963708,0,1
0.050964375,1,0
0.050965042,0,1
0.050966375,1,0
0.050967042,0,1
0.050967708,1,0
0.050968375,0,1
0.050969042,1,0
0.050971042,0,1
0.050971708,0,0
0.050973000,0,1
0.050976042,1,1
0.050976083,1,0
0.050976708,1,1
0.050976750,0,1
0.050977375,1,1
0.050977417,1,0
0.050978083,0,1
0.050978750,1,0
0.050979417,1,1
0.050979458,0,1
0.050980083,1,1
0.050980125,1,0
0.050981417,1,1
0.050981458,0,1
0.050982750,1,1
0.050982792,1,0
0.050984750,1,1
0.050984792,0,1
0.050986083,1,1
0.050986125,1,0
0.050986792,0,0
0.050988083,0,1
0.051689625,0,0
0.051691000,0,1
0.052689917,0,0
0.052691250,0,1
0.053690167,0,0
0.053691500,0,1
0.054690417,0,0
0.054691792,0,1
0.055690042,0,0
0.055691375,0,1
0.056690292,0,0
0.056691625,0,1
0.057690542,0,0
0.057691917,0,1
0.058690833,0,0
0.058692167,0,1
0.058950750,1,0
0.058951417,0,1
0.058952083,1,0
0.058952750,0,1
0.058953417,1,0
0.058954083,0,1
0.058954750,1,0
0.058956750,0,1
0.058957417,1,0
0.058958750,0,1
0.058960750,1,0
0.058962083,0,1
0.058963417,1,0
0.058964083,0,1
0.058964750,1,0
0.058965417,0,1
0.058966750,1,0
0.058967417,0,1
0.058968083,1,0
0.058968750,0,1
0.058969417,1,0
0.058971417,0,1
0.058972083,0,0
0.058973417,0,1
0.058976458,1,1
0.058976500,1,0
0.058977125,1,1
0.058977167,0,1
0.058977792,1,1
0.058977833,1,0
0.058978458,1,1
0.058978500,0,1
0.058979125,1,1
0.058979167,1,0
0.058979792,1,1
0.058979833,0,1
0.058980458,1,1
0.058980500,1,0
0.058981792,1,1
0.058981833,0,1
0.058983125,1,1
0.058983167,1,0
0.058985125,1,1
0.058985167,0,1
0.058986458,1,1
0.058986500,1,0
0.058987167,0,0
0.058988458,0,1
0.059690667,0,0
0.059692042,0,1
0.060690958,0,0
0.060692292,0,1
0.061691208,0,0
0.061692542,0,1
0.062690792,0,0
0.062692167,0,1
0.063691083,0,0
0.063692417,0,1
0.064691333,0,0
0.064692667,0,1
0.065691583,0,0
0.065692958,0,1
0.066691208,0,0
0.066692542,0,1
0.066951792,1,0
0.066952458,0,1
0.066953125,1,0
0.066953792,0,1
0.066954458,1,0
0.066955125,0,1
0.066955792,1,0
0.066957792,0,1
0.066958458,1,0
0.066959792,0,1
0.066961792,1,0
0.066963125,0,1
0.066964458,1,0
0.066965125,0,1
0.066965792,1,0
0.066966458,0,1
0.066967792,1,0
0.066968458,0,1
0.066969125,1,0
0.066969792,0,1
0.066970458,1,0
0.066972458,0,1
0.066973125,0,0
0.066974458,0,1
0.066977500,1,1
0.066977542,1,0
0.066978167,1,1
0.066978208,0,1
0.066978833,1,1
0.066978875,1,0
0.066979500,1,1
0.066979542,0,1
0.066980167,1,1
0.066980208,1,0
0.066980833,1,1
0.066980875,0,1
0.066981500,1,1
0.066981542,1,0
0.066982833,1,1
0.066982875,0,1
0.066984167,1,1
0.066984208,1,0
0.066986167,1,1
0.066986208,0,1
0.066987500,1,1
0.066987542,1,0
0.066988208,0,0
0.066989542,0,1
0.067691708,0,0
0.067693083,0,1
0.068691333,0,0
0.068692667,0,1
0.069691583,0,0
0.069692917,0,1
0.070691833,0,0
0.070693208,0,1
0.071692125,0,0
0.071693458,0,1
0.072692375,0,0
0.072693708,0,1
0.073691958,0,0
0.073693333,0,1
0.074692250,0,0
0.074693583,0,1
0.074952833,1,0
0.074953500,0,1
0.074954167,1,0
0.074954833,0,1
0.074955500,1,0
0.074956167,0,1
0.074956833,1,0
0.074958833,0,1
0.074959500,1,0
0.074960833,0,1
0.074962833,1,0
0.074964167,0,1
0.074965500,1,0
0.074966167,0,1
0.074966833,1,0
0.074967500,0,1
0.074968833,1,0
0.074969500,0,1
0.074970167,1,0
0.074970833,0,1
0.074971500,1,0
0.074973500,0,1
0.074974167,0,0
0.074975500,0,1
0.074978542,1,1
0.074978583,1,0
0.074979208,1,1
0.074979250,0,1
0.074979875,1,1
0.074979917,1,0
0.074980542,1,1
0.074980583,0,1
0.074981208,1,1
0.074981250,1,0
0.074981875,1,1
0.074981917,0,1
0.074982542,1,1
0.074982583,1,0
0.074983875,1,1
0.074983917,0,1
0.074985208,1,1
0.074985250,1,0
0.074987250,1,1
0.074987292,0,1
0.074988583,1,1
0.074988625,1,0
0.074989292,0,0
0.074990583,0,1
0.075692125,0,0
0.075693458,0,1
0.076692375,0,0
0.076693750,0,1
0.077692667,0,0
0.077694000,0,1
0.078692917,0,0
0.078694250,0,1
0.079692500,0,0
0.079693875,0,1
0.080692792,0,0
0.080694125,0,1
0.081693042,0,0
0.081694375,0,1
0.082693292,0,0
0.082694667,0,1
0.082953208,1,0
0.082953917,0,1
0.082954583,1,0
0.082955250,0,1
0.082955917,1,0
0.082956583,0,1
0.082957250,1,0
0.082959250,0,1
0.082959917,1,0
0.082961250,0,1
0.082963250,1,0
0.082964583,0,1
0.082965917,1,0
0.082966583,0,1
0.082967250,1,0
0.082967917,0,1
0.082969250,1,0
0.082969875,1,1
0.082969917,0,1
0.082970583,1,0
0.082971208,1,1
0.082971250,0,1
0.082971917,1,0
0.082973875,1,1
0.082973917,0,1
0.082974583,0,0
0.082975875,0,1
0.082978917,1,1
0.082978958,1,0
0.082979583,1,1
0.082979625,0,1
0.082980250,1,1
0.082980292,1,0
0.082980917,1,1
0.082980958,0,1
0.082981583,1,1
0.082981625,1,0
0.082982250,1,1
0.082982292,0,1
0.082982917,1,1
0.082982958,1,0
0.082984292,0,1
0.082985625,1,1
0.082985667,1,0
0.082987625,1,1
0.082987667,0,1
0.082988958,1,1
0.082989000,1,0
0.082989667,0,0
0.082990958,0,1
0.083693167,0,0
0.083694500,0,1
0.084693417,0,0
0.084694792,0,1
0.085693708,0,0
0.085695042,0,1
0.086693292,0,0
0.086694625,0,1
0.087693542,0,0
0.087694917,0,1
0.088693833,0,0
0.088695167,0,1
0.089694083,0,0
0.089695417,0,1
0.090693667,0,0
0.090695042,0,1
0.090954250,1,0
0.090954958,0,1
0.090955625,1,0
0.090956292,0,1
0.090956958,1,0
0.090957625,0,1
0.090958292,1,0
0.090960292,0,1
0.090960958,1,0
0.090962292,0,1
0.090964292,1,0
0.090965625,0,1
0.090966958,1,0
0.090967625,0,1
0.090968292,1,0
0.090968958,0,1
0.090970292,1,0
0.090970958,0,1
0.090971625,1,0
0.090972292,0,1
0.090972958,1,0
0.090974917,1,1
0.090974958,0,1
0.090975625,0,0
0.090976917,0,1
0.090979958,1,1
0.090980000,1,0
0.090980667,0,1
0.090981333,1,0
0.090982000,0,1
0.090982667,1,1
0.090982708,1,0
0.090983333,1,1
0.090983375,0,1
0.090984000,1,1
0.090984042,1,0
0.090985333,1,1
0.090985375,0,1
0.090986667,1,1
0.090986708,1,0
0.090988667,1,1
0.090988708,0,1
0.090990000,1,1
0.090990042,1,0
0.090990708,0,0
0.090992000,0,1
0.091694208,0,0
0.091695583,0,1
0.092693833,0,0
0.092695167,0,1
0.093694083,0,0
0.093695417,0,1
0.094694333,0,0
0.094695708,0,1
0.095694625,0,0
0.095695958,0,1
0.096694208,0,0
0.096695542,0,1
0.097694458,0,0
0.097695833,0,1
0.098694750,0,0
0.098696083,0,1
0.098955333,1,0
0.098956000,0,1
0.098956667,1,0
0.098957333,0,1
0.098958000,1,0
0.098958667,0,1
0.098959333,1,0
0.098961333,0,1
0.098962000,1,0
0.098963333,0,1
0.098965333,1,0
0.098966667,0,1
0.098968000,1,0
0.098968667,0,1
0.098969333,1,0
0.098970000,0,1
0.098971333,1,0
0.098972000,0,1
0.098972667,1,0
0.098973333,0,1
0.098974000,1,0
0.098976000,0,1
0.098976667,0,0
0.098978000,0,1
0.098981042,1,1
0.098981083,1,0
0.098981708,1,1
0.098981750,0,1
0.098982375,1,1
0.098982417,1,0
0.098983042,1,1
0.098983083,0,1
0.098983708,1,1
0.098983750,1,0
0.098984375,1,1
0.098984417,0,1
0.098985042,1,1
0.098985083,1,0
0.098986375,1,1
0.098986417,0,1
0.098987708,1,1
0.098987750,1,0
0.098989708,1,1
0.098989750,0,1
0.098991042,1,1
0.098991083,1,0
0.098991750,0,0
0.098993083,0,1
0.099694583,0,0
0.099695958,0,1
0.100694875,0,0
0.100696208,0,1
0.101695125,0,0
0.101696458,0,1
0.102695375,0,0
0.102696750,0,1
0.103695000,0,0
0.103696333,0,1
0.104695250,0,0
0.104696583,0,1
0.105695500,0,0
0.105696875,0,1
0.106695792,0,0
0.106697125,0,1
0.106955708,1,0
0.106956375,0,1
0.106957042,1,0
0.106957708,0,1
0.106958375,1,0
0.106959042,0,1
0.106959708,1,0
0.106961708,0,1
0.106962375,1,0
0.106963708,0,1
0.106965708,1,0
0.106967042,0,1
0.106968375,1,0
0.106969042,0,1
0.106969708,1,0
0.106970375,0,1
0.106971708,1,0
0.106972375,0,1
0.106973042,1,0
0.106973708,0,1
0.106974375,1,0
0.106976375,0,1
0.106977042,0,0
0.106978375,0,1
0.106981417,1,1
0.106981458,1,0
0.106982083,1,1
0.106982125,0,1
0.106982750,1,1
0.106982792,1,0
0.106983417,1,1
0.106983458,0,1
0.106984083,1,1
0.106984125,1,0
0.106984750,1,1
0.106984792,0,1
0.106985417,1,1
0.106985458,1,0
0.106986750,1,1
0.106986792,0,1
0.106988083,1,1
0.106988125,1,0
0.106990125,0,1
0.106991458,1,0
0.106992167,0,0
0.106993458,0,1
0.107695667,0,0
0.107697000,0,1
0.108695917,0,0
0.108697250,0,1
0.109695542,0,0
0.109696875,0,1
0.110695792,0,0
0.110697125,0,1
0.111696042,0,0
0.111697375,0,1
0.112696333,0,0
0.112697667,0,1
0.113696583,0,0
0.113697917,0,1
0.114696167,0,0
0.114697500,0,1
0.114956750,1,0
0.114957458,0,1
0.114958125,1,0
0.114958792,0,1
0.114959458,1,0
0.114960125,0,1
0.114960792,1,0
0.114962792,0,1
0.114963458,1,0
0.114964792,0,1
0.114966792,1,0
0.114968083,1,1
0.114968125,0,1
0.114969458,1,0
0.114970083,1,1
0.114970125,0,1
0.114970750,1,1
0.114970792,1,0
0.114971417,1,1
0.114971458,0,1
0.114972750,1,1
0.114972792,1,0
0.114973417,1,1
0.114973458,0,1
0.114974083,1,1
0.114974125,1,0
0.114974750,1,1
0.114974792,0,1
0.114975417,1,1
0.114975458,1,0
0.114977417,1,1
0.114977458,0,1
0.114978125,0,0
0.114979417,0,1
0.114982458,1,1
0.114982500,1,0
0.114983125,1,1
0.114983167,0,1
0.114983792,1,1
0.114983833,1,0
0.114984458,1,1
0.114984500,0,1
0.114985125,1,1
0.114985167,1,0
0.114985792,1,1
0.114985833,0,1
0.114986458,1,1
0.114986500,1,0
0.114987833,0,1
0.114989167,1,1
0.114989208,1,0
0.114991167,1,1
0.114991208,0,1
0.114992500,1,1
0.114992542,1,0
0.114993208,0,0
0.114994500,0,1
0.115696708,0,0
0.115698042,0,1
0.116696292,0,0
0.116697667,0,1
0.117696583,0,0
0.117697917,0,1
0.118696833,0,0
0.118698167,0,1
0.119697083,0,0
0.119698458,0,1
0.120696708,0,0
0.120698042,0,1
0.121696958,0,0
0.121698292,0,1
0.122697208,0,0
0.122698542,0,1
0.122957125,1,0
0.122957833,0,1
0.122958500,1,0
0.122959167,0,1
0.122959833,1,0
0.122960500,0,1
0.122961167,1,0
0.122963167,0,1
0.122963833,1,0
0.122965167,0,1
0.122967167,1,0
0.122968500,0,1
0.122969833,1,0
0.122970458,1,1
0.122970500,0,1
0.122971167,1,0
0.122971792,1,1
0.122971833,0,1
0.122973167,1,0
0.122973792,1,1
0.122973833,0,1
0.122974458,1,1
0.122974500,1,0
0.122975125,1,1
0.122975167,0,1
0.122975792,1,1
0.122975833,1,0
0.122977792,1,1
0.122977833,0,1
0.122978500,0,0
0.122979792,0,1
0.122982833,1,1
0.122982875,1,0
0.122983542,0,1
0.122984167,1,1
0.122984208,1,0
0.122984875,0,1
0.122985542,1,0
0.122986208,1,1
0.122986250,0,1
0.122986875,1,1
0.122986917,1,0
0.122988208,1,1
0.122988250,0,1
0.122989542,1,1
0.122989583,1,0
0.122991542,1,1
0.122991583,0,1
0.122992875,1,1
0.122992917,1,0
0.122993583,0,0
0.122994875,0,1
0.123697083,0,0
0.123698458,0,1
0.124697375,0,0
0.124698708,0,1
0.125697625,0,0
0.125698958,0,1
0.126697208,0,0
0.126698583,0,1
0.127697500,0,0
0.127698833,0,1
0.128697750,0,0
0.128699083,0,1
0.129698000,0,0
0.129699375,0,1
0.130698292,0,0
0.130699625,0,1
0.130958208,1,0
0.130958875,0,1
0.130959542,1,0
0.130960208,0,1
0.130960875,1,0
0.130961542,0,1
0.130962208,1,0
0.130964208,0,1
0.130964875,1,0
0.130966208,0,1
0.130968208,1,0
0.130969542,0,1
0.130970875,1,0
0.130971542,0,1
0.130972208,1,0
0.130972875,0,1
0.130974208,1,0
0.130974875,0,1
0.130975542,1,0
0.130976208,0,1
0.130976875,1,0
0.130978875,0,1
0.130979542,0,0
0.130980875,0,1
0.130983917,1,1
0.130983958,1,0
0.130984583,1,1
0.130984625,0,1
0.130985250,1,1
0.130985292,1,0
0.130985917,1,1
0.130985958,0,1
0.130986583,1,1
0.130986625,1,0
0.130987250,1,1
0.130987292,0,1
0.130987917,1,1
0.130987958,1,0
0.130989250,1,1
0.130989292,0,1
0.130990583,1,1
0.130990625,1,0
0.130992583,1,1
0.130992625,0,1
0.130993917,1,1
0.130993958,1,0
0.130994625,0,0
0.130995958,0,1
0.131698125,0,0
0.131699500,0,1
0.132698417,0,0
0.132699750,0,1
0.133698000,0,0
0.133699333,0,1
0.134698250,0,0
0.134699625,0,1
0.135698542,0,0
0.135699875,0,1
0.136698792,0,0
0.136700125,0,1
0.137698375,0,0
0.137699750,0,1
0.138698667,0,0
0.138700000,0,1
0.138959250,1,0
0.138959917,0,1
0.138960583,1,0
0.138961250,0,1
0.138961917,1,0
0.138962583,0,1
0.138963250,1,0
0.138965250,0,1
0.138965917,1,0
0.138967250,0,1
0.138969250,1,0
0.138970583,0,1
0.138971917,1,0
0.138972583,0,1
0.138973250,1,0
0.138973917,0,1
0.138975250,1,0
0.138975917,0,1
0.138976583,1,0
0.138977250,0,1
0.138977917,1,0
0.138979917,0,1
0.138980583,0,0
0.138981917,0,1
0.138984958,1,1
0.138985000,1,0
0.138985625,1,1
0.138985667,0,1
0.138986292,1,1
0.138986333,1,0
0.138986958,1,1
0.138987000,0,1
0.138987625,1,1
0.138987667,1,0
0.138988292,1,1
0.138988333,0,1
0.138988958,1,1
0.138989000,1,0
0.138990292,1,1
0.138990333,0,1
0.138991625,1,1
0.138991667,1,0
0.138993667,0,1
0.138995000,1,0
0.138995708,0,0
0.138997000,0,1
0.139699208,0,0
0.139700542,0,1
0.140698792,0,0
0.140700125,0,1
0.141699042,0,0
0.141700417,0,1
0.142699333,0,0
0.142700667,0,1
0.143699583,0,0
0.143700917,0,1
0.144699167,0,0
0.144700542,0,1
0.145699458,0,0
0.145700792,0,1
0.146699708,0,0
0.146701042,0,1
0.146959625,1,0
0.146960333,0,1
0.146961000,1,0
0.146961667,0,1
0.146962333,1,0
0.146963000,0,1
0.146963667,1,0
0.146965625,1,1
0.146965667,0,1
0.146966333,1,0
0.146967625,1,1
0.146967667,0,1
0.146969625,1,1
0.146969667,1,0
0.146970958,1,1
0.146971000,0,1
0.146972292,1,1
0.146972333,1,0
0.146972958,1,1
0.146973000,0,1
0.146973625,1,1
0.146973667,1,0
0.146974292,1,1
0.146974333,0,1
0.146975625,1,1
0.146975667,1,0
0.146976292,1,1
0.146976333,0,1
0.146976958,1,1
0.146977000,1,0
0.146977625,1,1
0.146977667,0,1
0.146978292,1,1
0.146978333,1,0
0.146980292,1,1
0.146980333,0,1
0.146980958,0,0
0.146982292,0,1
0.146985333,1,1
0.146985375,1,0
0.146986000,1,1
0.146986042,0,1
0.146986667,1,1
0.146986708,1,0
0.146987333,1,1
0.146987375,0,1
0.146988000,1,1
0.146988042,1,0
0.146988667,1,1
0.146988708,0,1
0.146989333,1,1
0.146989375,1,0
0.146990708,0,1
0.146992042,1,0
0.146994042,1,1
0.146994083,0,1
0.146995375,1,1
0.146995417,1,0
0.146996083,0,0
0.146997375,0,1
0.147699583,0,0
0.147700917,0,1
0.148699833,0,0
0.148701167,0,1
0.149700083,0,0
0.149701458,0,1
0.150699708,0,0
0.150701042,0,1
0.151699958,0,0
0.151701292,0,1
0.152700208,0,0
0.152701583,0,1
0.153700500,0,0
0.153701833,0,1
0.154700083,0,0
0.154701417,0,1
0.154960667,1,0
0.154961375,0,1
0.154962042,1,0
0.154962708,0,1
0.154963375,1,0
0.154964042,0,1
0.154964708,1,0
0.154966708,0,1
0.154967375,1,0
0.154968667,1,1
0.154968708,0,1
0.154970708,1,0
0.154972000,1,1
0.154972042,0,1
0.154973333,1,1
0.154973375,1,0
0.154974000,1,1
0.154974042,0,1
0.154974667,1,1
0.154974708,1,0
0.154975333,1,1
0.154975375,0,1
0.154976667,1,1
0.154976708,1,0
0.154977333,1,1
0.154977375,0,1
0.154978000,1,1
0.154978042,1,0
0.154978667,1,1
0.154978708,0,1
0.154979333,1,1
0.154979375,1,0
0.154981333,1,1
0.154981375,0,1
0.154982042,0,0
0.154983333,0,1
0.154986375,1,1
0.154986417,1,0
0.154987042,1,1
0.154987083,0,1
0.154987708,1,1
0.154987750,1,0
0.154988417,0,1
0.154989083,1,1
0.154989125,1,0
0.154989750,1,1
0.154989792,0,1
0.154990417,1,1
0.154990458,1,0
0.154991750,1,1
0.154991792,0,1
0.154993083,1,1
0.154993125,1,0
0.154995083,1,1
0.154995125,0,1
0.154996417,1,1
0.154996458,1,0
0.154997125,0,0
0.154998417,0,1
0.155700625,0,0
0.155702000,0,1
0.156700917,0,0
0.156702250,0,1
0.157700500,0,0
0.157701833,0,1
0.158700750,0,0
0.158702125,0,1
0.159701042,0,0
0.159702375,0,1
0.160701292,0,0
0.160702625,0,1
0.161700875,0,0
0.161702250,0,1
0.162701167,0,0
0.162702500,0,1
0.162961750,1,0
0.162962417,0,1
0.162963083,1,0
0.162963750,0,1
0.162964417,1,0
0.162965083,0,1
0.162965750,1,0
0.162967750,0,1
0.162968417,1,0
0.162969750,0,1
0.162971750,1,0
0.162973083,0,1
0.162974417,1,0
0.162975083,0,1
0.162975750,1,0
0.162976417,0,1
0.162977750,1,0
0.162978417,0,1
0.162979083,1,0
0.162979750,0,1
0.162980417,1,0
0.162982417,0,1
0.162983083,0,0
0.162984417,0,1
0.162987458,1,1
0.162987500,1,0
0.162988125,1,1
0.162988167,0,1
0.162988792,1,1
0.162988833,1,0
0.162989458,1,1
0.162989500,0,1
0.162990125,1,1
0.162990167,1,0
0.162990792,1,1
0.162990833,0,1
0.162991458,1,1
0.162991500,1,0
0.162992792,1,1
0.162992833,0,1
0.162994125,1,1
0.162994167,1,0
0.162996125,1,1
0.162996167,0,1
0.162997458,1,1
0.162997500,1,0
0.162998167,0,0
0.162999458,0,1
0.163701042,0,0
0.163702375,0,1
0.164701292,0,0
0.164702625,0,1
0.165701542,0,0
0.165702917,0,1
0.166701833,0,0
0.166703167,0,1
0.167701417,0,0
0.167702750,0,1
0.168701667,0,0
0.168703042,0,1
0.169701958,0,0
0.169703292,0,1
0.170702208,0,0
0.170703542,0,1
0.170962125,1,0
0.170962792,1,1
0.170962833,0,1
0.170963458,1,1
0.170963500,1,0
0.170964125,1,1
0.170964167,0,1
0.170964792,1,1
0.170964833,1,0
0.170965458,1,1
